"Path","SizeKB","Extension"
"textures\icons\cavalry war elephant icon 64.ddt","4",".ddt"
"textures\icons\cavalry war elephant icon.ddt","4",".ddt"
"textures\icons\cavalry x jav cav hero icons 32.ddt","4",".ddt"
"textures\icons\cavalry x jav cav hero icons 64.ddt","4",".ddt"
"textures\icons\cavalry x jav cav icons 32.ddt","4",".ddt"
"textures\icons\cavalry x jav cav icons 64.ddt","4",".ddt"
"textures\icons\cavalry x lancer hero icons 32.ddt","4",".ddt"
"textures\icons\cavalry x lancer hero icons 64.ddt","4",".ddt"
"textures\icons\cavalry x lancer icons 32.ddt","4",".ddt"
"textures\icons\cavalry x lancer icons 64.ddt","4",".ddt"
"textures\icons\chargebar empty.ddt","0.5",".ddt"
"textures\icons\chargebar health.ddt","0.7",".ddt"
"textures\icons\chargebar power.ddt","0.7",".ddt"
"textures\icons\chat icon.ddt","0.5",".ddt"
"textures\icons\command attack move icon.ddt","2.2",".ddt"
"textures\icons\command back to work icon.ddt","1.3",".ddt"
"textures\icons\command cancel town bell icon.ddt","1.4",".ddt"
"textures\icons\command clear gather icon.ddt","1.2",".ddt"
"textures\icons\command create ulfsark icon.ddt","1.4",".ddt"
"textures\icons\command dangerous gaia icon.ddt","1.1",".ddt"
"textures\icons\command defend unit icon.ddt","1.2",".ddt"
"textures\icons\command empower icon.ddt","1.1",".ddt"
"textures\icons\command garrison icon.ddt","1.1",".ddt"
"textures\icons\command guard icon.ddt","4.2",".ddt"
"textures\icons\command herdable gaia icon.ddt","1.1",".ddt"
"textures\icons\command panel combat icon.ddt","1",".ddt"
"textures\icons\command panel icon.ddt","1",".ddt"
"textures\icons\command patrol icon.ddt","1.1",".ddt"
"textures\icons\command repair icon.ddt","1.1",".ddt"
"textures\icons\command repeat off icon.ddt","0.8",".ddt"
"textures\icons\command repeat on icon.ddt","0.8",".ddt"
"textures\icons\command repeat rollover icon.ddt","1",".ddt"
"textures\icons\command return to main icon.ddt","1",".ddt"
"textures\icons\command set gather icon.ddt","1.2",".ddt"
"textures\icons\command stop icon.ddt","1.2",".ddt"
"textures\icons\command summon all workers icon.ddt","1.1",".ddt"
"textures\icons\command time shift icons 32.ddt","1.4",".ddt"
"textures\icons\command time shift icons 64.ddt","4.8",".ddt"
"textures\icons\command tower garrison icon.ddt","1.5",".ddt"
"textures\icons\command town bell icon.ddt","1.3",".ddt"
"textures\icons\command unboard icon.ddt","1.1",".ddt"
"textures\icons\command ungarrison icon.ddt","1.1",".ddt"
"textures\icons\defensive active.ddt","1.8",".ddt"
"textures\icons\defensive.ddt","1.4",".ddt"
"textures\icons\delete.ddt","1.1",".ddt"
"textures\icons\detailedhelp.ddt","0.1",".ddt"
"textures\icons\e charge bar.ddt","0.5",".ddt"
"textures\icons\editor brushsettings.ddt","0.6",".ddt"
"textures\icons\editor canyon.ddt","0.1",".ddt"
"textures\icons\editor cinematics.ddt","0.8",".ddt"
"textures\icons\editor cliff.ddt","0.6",".ddt"
"textures\icons\editor copy.ddt","0.4",".ddt"
"textures\icons\editor cut.ddt","0.3",".ddt"
"textures\icons\editor delete.ddt","0.2",".ddt"
"textures\icons\editor deleteunit.ddt","0.6",".ddt"
"textures\icons\editor edit water.ddt","1.3",".ddt"
"textures\icons\editor forest.ddt","0.9",".ddt"
"textures\icons\editor lake.ddt","0.1",".ddt"
"textures\icons\editor letterboxbars.ddt","0.6",".ddt"
"textures\icons\editor lighting.ddt","0.5",".ddt"
"textures\icons\editor load.ddt","0.3",".ddt"
"textures\icons\editor mountain.ddt","1.1",".ddt"
"textures\icons\editor moveunit.ddt","0.7",".ddt"
"textures\icons\editor new.ddt","0.2",".ddt"
"textures\icons\editor ocean.ddt","0.1",".ddt"
"textures\icons\editor open.ddt","0.3",".ddt"
"textures\icons\editor paintterrain.ddt","1",".ddt"
"textures\icons\editor paste.ddt","0.5",".ddt"
"textures\icons\editor placeunit.ddt","0.6",".ddt"
"textures\icons\editor raiselowerterrain.ddt","0.6",".ddt"
"textures\icons\editor redo.ddt","0.5",".ddt"
"textures\icons\editor river.ddt","1.3",".ddt"
"textures\icons\editor roughen.ddt","0.7",".ddt"
"textures\icons\editor sampleelevation.ddt","0.6",".ddt"
"textures\icons\editor sampleterrain.ddt","0.9",".ddt"
"textures\icons\editor save.ddt","0.6",".ddt"
"textures\icons\editor smooth.ddt","1.1",".ddt"
"textures\icons\editor triggers.ddt","0.5",".ddt"
"textures\icons\editor undo.ddt","0.5",".ddt"
"textures\icons\fish.ddt","3.6",".ddt"
"textures\icons\flag icon 64.ddt","2.1",".ddt"
"textures\icons\food.ddt","0.9",".ddt"
"textures\icons\formation box active icon.ddt","1.7",".ddt"
"textures\icons\formation box icon.ddt","1.3",".ddt"
"textures\icons\formation line active icon.ddt","1.5",".ddt"
"textures\icons\formation line icon.ddt","1",".ddt"
"textures\icons\formation mixed active icon.ddt","1.6",".ddt"
"textures\icons\formation mixed icon.ddt","1.2",".ddt"
"textures\icons\formation spread active icon.ddt","1.7",".ddt"
"textures\icons\formation spread icon.ddt","1.1",".ddt"
"textures\icons\friendhosting.ddt","0.4",".ddt"
"textures\icons\friendingame.ddt","0.5",".ddt"
"textures\icons\friendoffline.ddt","0.3",".ddt"
"textures\icons\friendonline.ddt","0.4",".ddt"
"textures\icons\g charge bar.ddt","0.5",".ddt"
"textures\icons\gathericon.ddt","0.1",".ddt"
"textures\icons\generate favor.ddt","1.6",".ddt"
"textures\icons\generate food.ddt","1.9",".ddt"
"textures\icons\generate gold.ddt","1.7",".ddt"
"textures\icons\generate wood.ddt","2",".ddt"
"textures\icons\generate_favor.ddt","1",".ddt"
"textures\icons\generate_food.ddt","1.2",".ddt"
"textures\icons\generate_gold.ddt","1.1",".ddt"
"textures\icons\generate_wood.ddt","1.4",".ddt"
"textures\icons\god major atlas icons 64.ddt","6",".ddt"
"textures\icons\god major fuxi icon 128.ddt","56.6",".ddt"
"textures\icons\god major fuxi icon 64.ddt","15.5",".ddt"
"textures\icons\god major gaia icons 64.ddt","5.6",".ddt"
"textures\icons\god major hades icon 128.ddt","17.4",".ddt"
"textures\icons\god major hades icon 64.ddt","5.4",".ddt"
"textures\icons\god major hekate icons 64.ddt","5.8",".ddt"
"textures\icons\god major helios icons 64.ddt","5.7",".ddt"
"textures\icons\god major hyperion icons 64.ddt","5.6",".ddt"
"textures\icons\god major isis icon 128.ddt","20.7",".ddt"
"textures\icons\god major isis icon 64.ddt","6.2",".ddt"
"textures\icons\god major kronos icons 64.ddt","6.2",".ddt"
"textures\icons\god major leto icons 64.ddt","5.5",".ddt"
"textures\icons\god major loki icon 128.ddt","19.5",".ddt"
"textures\icons\god major loki icon 64.ddt","5.7",".ddt"
"textures\icons\god major nuwa icon 128.ddt","56.9",".ddt"
"textures\icons\god major nuwa icon 64.ddt","15.8",".ddt"
"textures\icons\god major odin icon 128.ddt","18.1",".ddt"
"textures\icons\god major odin icon 64.ddt","5.5",".ddt"
"textures\icons\god major okeanus icons 64.ddt","6.1",".ddt"
"textures\icons\god major ouranos icons 64.ddt","5.8",".ddt"
"textures\icons\god major poseidon icon 128.ddt","17.6",".ddt"
"textures\icons\god major poseidon icon 64.ddt","5.7",".ddt"
"textures\icons\god major prometheus icons 64.ddt","5.5",".ddt"
"textures\icons\god major ra icon 128.ddt","17.1",".ddt"
"textures\icons\god major ra icon 64.ddt","5.3",".ddt"
"textures\icons\god major rheia icons 64.ddt","5.2",".ddt"
"textures\icons\god major set icon 128.ddt","19.4",".ddt"
"textures\icons\god major set icon 64.ddt","5.5",".ddt"
"textures\icons\god major shennong icon 128.ddt","55.9",".ddt"
"textures\icons\god major shennong icon 64.ddt","15.6",".ddt"
"textures\icons\god major theia icons 64.ddt","6.2",".ddt"
"textures\icons\god major thor icon 128.ddt","17.7",".ddt"
"textures\icons\god major thor icon 64.ddt","5.5",".ddt"
"textures\icons\god major zeus icon 128.ddt","15.1",".ddt"
"textures\icons\god major zeus icon 64.ddt","5",".ddt"
"textures\icons\god power ancestors icon 64.ddt","4",".ddt"
"textures\icons\god power ancestors icon.ddt","4",".ddt"
"textures\icons\god power animal magnet icon 64.ddt","4",".ddt"
"textures\icons\god power animal magnet icon.ddt","4",".ddt"
"textures\icons\god power arkantosman icon.ddt","1.5",".ddt"
"textures\icons\god power audrey icons 32.ddt","4",".ddt"
"textures\icons\god power audrey icons 64.ddt","4",".ddt"
"textures\icons\god power barrage icon.DDT","5.7",".DDT"
"textures\icons\god power bolt icon 64.ddt","4",".ddt"
"textures\icons\god power bolt icon.ddt","4",".ddt"
"textures\icons\god power bronze icon 64.ddt","4",".ddt"
"textures\icons\god power bronze icon.ddt","4",".ddt"
"textures\icons\god power call to arms icon.ddt","9.7",".ddt"
"textures\icons\god power cease fire icon 64.ddt","4",".ddt"
"textures\icons\god power cease fire icon.ddt","4",".ddt"
"textures\icons\god power chaos icons 32.ddt","1.9",".ddt"
"textures\icons\god power chaos icons 64.ddt","1.9",".ddt"
"textures\icons\god power citadel icon 64.ddt","4",".ddt"
"textures\icons\god power citadel icon.ddt","4",".ddt"
"textures\icons\god power create gold icon 64.ddt","4",".ddt"
"textures\icons\god power create gold icon.ddt","4",".ddt"
"textures\icons\god power curse icon 64.ddt","4",".ddt"
"textures\icons\god power curse icon.ddt","4",".ddt"
"textures\icons\god power deconstruct icons 32.ddt","4",".ddt"
"textures\icons\god power deconstruct icons 64.ddt","4",".ddt"
"textures\icons\god power deconstruction icons 32.ddt","4",".ddt"
"textures\icons\god power deconstruction icons 64.ddt","4",".ddt"
"textures\icons\god power dryad icons 32.ddt","4",".ddt"
"textures\icons\god power dryad icons 64.ddt","4",".ddt"
"textures\icons\god power earth dragon icon.DDT","6.4",".DDT"
"textures\icons\god power earthquake icon 64.ddt","4",".ddt"
"textures\icons\god power earthquake icon.ddt","4",".ddt"
"textures\icons\god power eclipse icon 64.ddt","4",".ddt"
"textures\icons\god power eclipse icon.ddt","4",".ddt"
"textures\icons\god power examination icon.ddt","12.2",".ddt"
"textures\icons\god power fimbulwinter icon 64.ddt","4",".ddt"
"textures\icons\god power fimbulwinter icon.ddt","4",".ddt"
"textures\icons\god power firestorm icon 64.ddt","4",".ddt"
"textures\icons\god power firestorm icon.ddt","4",".ddt"
"textures\icons\god power flaming weapons icon 64.ddt","4",".ddt"
"textures\icons\god power flaming weapons icon.ddt","4",".ddt"
"textures\icons\god power flood icon.DDT","10.9",".DDT"
"textures\icons\god power frost icon 64.ddt","4",".ddt"
"textures\icons\god power frost icon.ddt","4",".ddt"
"textures\icons\god power gaia forest icons 32.ddt","4",".ddt"
"textures\icons\god power gaia forest icons 64.ddt","4",".ddt"
"textures\icons\god power geyser icon.DDT","6.7",".DDT"
"textures\icons\god power goats icon.ddt","9.6",".ddt"
"textures\icons\god power great hunt icon 64.ddt","4",".ddt"
"textures\icons\god power great hunt icon.ddt","4",".ddt"
"textures\icons\god power healing spring icon 64.ddt","4",".ddt"
"textures\icons\god power healing spring icon.ddt","4",".ddt"
"textures\icons\god power hesperides icons 32.ddt","4",".ddt"
"textures\icons\god power hesperides icons 64.ddt","4",".ddt"
"textures\icons\god power implode icons 32.ddt","4",".ddt"
"textures\icons\god power implode icons 64.ddt","4",".ddt"
"textures\icons\god power inferno icon 64.ddt","4",".ddt"
"textures\icons\god power inferno icon.ddt","9.5",".ddt"
"textures\icons\god power journey icon.DDT","29.8",".DDT"
"textures\icons\god power lightning icon 64.ddt","4",".ddt"
"textures\icons\god power lightning icon.ddt","4",".ddt"
"textures\icons\god power locust swarm icon 64.ddt","4",".ddt"
"textures\icons\god power locust swarm icon.ddt","4",".ddt"
"textures\icons\god power meteor icon 64.ddt","4",".ddt"
"textures\icons\god power meteor icon.ddt","4",".ddt"
"textures\icons\god power nidhogg icon 64.ddt","4",".ddt"
"textures\icons\god power nidhogg icon.ddt","4",".ddt"
"textures\icons\god power pestilence icon 64.ddt","4",".ddt"
"textures\icons\god power pestilence icon.ddt","4",".ddt"
"textures\icons\god power plenty icon 64.ddt","4",".ddt"
"textures\icons\god power plenty icon.ddt","4",".ddt"
"textures\icons\god power prosperity icon 64.ddt","4",".ddt"
"textures\icons\god power prosperity icon.ddt","4",".ddt"
"textures\icons\god power ragnarok icon 64.ddt","4",".ddt"
"textures\icons\god power ragnarok icon.ddt","4",".ddt"
"textures\icons\god power rain icon 64.ddt","4",".ddt"
"textures\icons\god power rain icon.ddt","4",".ddt"
"textures\icons\god power recreation icon.DDT","4.8",".DDT"
"textures\icons\god power restoration icon 64.ddt","4",".ddt"
"textures\icons\god power restoration icon.ddt","4",".ddt"
"textures\icons\god power reverse time icon.ddt","1",".ddt"
"textures\icons\god power reverse time icons 32.ddt","4",".ddt"
"textures\icons\god power reverse time icons 64.ddt","4",".ddt"
"textures\icons\god power sand storm icon.ddt","4",".ddt"
"textures\icons\god power seed of gaia icons 32.ddt","4",".ddt"
"textures\icons\god power seed of gaia icons 64.ddt","4",".ddt"
"textures\icons\god power sentinel icon 64.ddt","4",".ddt"
"textures\icons\god power sentinel icon.ddt","4",".ddt"
"textures\icons\god power shifting sand icon 64.ddt","4",".ddt"
"textures\icons\god power shifting sand icon.ddt","4",".ddt"
"textures\icons\god power shifting sands icon.ddt","4",".ddt"
"textures\icons\god power snake plague icon 64.ddt","4",".ddt"
"textures\icons\god power snake plague icon.ddt","4",".ddt"
"textures\icons\god power son of osiris icon 64.ddt","4",".ddt"
"textures\icons\god power son of osiris icon.ddt","4",".ddt"
"textures\icons\god power spider eggs icons 32.ddt","4",".ddt"
"textures\icons\god power spider eggs icons 64.ddt","4",".ddt"
"textures\icons\god power spy icon 64.ddt","4",".ddt"
"textures\icons\god power spy icon.ddt","4",".ddt"
"textures\icons\god power tartarian gate icons 32.ddt","4",".ddt"
"textures\icons\god power tartarian gate icons 64.ddt","4",".ddt"
"textures\icons\god power thunder clap icons 32.ddt","4",".ddt"
"textures\icons\god power thunder clap icons 64.ddt","4",".ddt"
"textures\icons\god power timber icon.ddt","10.6",".ddt"
"textures\icons\god power tornado icon 64.ddt","4",".ddt"
"textures\icons\god power tornado icon.ddt","4",".ddt"
"textures\icons\god power traitors icons 32.ddt","4",".ddt"
"textures\icons\god power traitors icons 64.ddt","4",".ddt"
"textures\icons\god power trap door spiders icons 32.ddt","4",".ddt"
"textures\icons\god power trap door spiders icons 64.ddt","4",".ddt"
"textures\icons\god power undermine icon 64.ddt","4",".ddt"
"textures\icons\god power undermine icon.ddt","4",".ddt"
"textures\icons\god power underworld passage icon 64.ddt","4",".ddt"
"textures\icons\god power underworld passage icon.ddt","4",".ddt"
"textures\icons\god power uproot icon.ddt","11.9",".ddt"
"textures\icons\god power valor icons 32.ddt","4",".ddt"
"textures\icons\god power valor icons 64.ddt","4",".ddt"
"textures\icons\god power vision icon 64.ddt","4",".ddt"
"textures\icons\god power vision icon.ddt","4",".ddt"
"textures\icons\god power vortex icons 32.ddt","4",".ddt"
"textures\icons\god power vortex icons 64.ddt","4",".ddt"
"textures\icons\god power walking woods icon 64.ddt","4",".ddt"
"textures\icons\god power walking woods icon.ddt","4",".ddt"
"textures\icons\god power wonder deconstruction icons 32.ddt","4",".ddt"
"textures\icons\god power wonder deconstruction icons 64.ddt","4",".ddt"
"textures\icons\gold.ddt","1.2",".ddt"
"textures\icons\guard.ddt","1.4",".ddt"
"textures\icons\hero c general icon.ddt","9.4",".ddt"
"textures\icons\hero c immortal icon.ddt","4.6",".ddt"
"textures\icons\hero c monk icon.ddt","6",".ddt"
"textures\icons\hero g achilles icon 64.ddt","4",".ddt"
"textures\icons\hero g achilles.ddt","4",".ddt"
"textures\icons\hero g ajax icon 64.ddt","4",".ddt"
"textures\icons\hero g ajax.ddt","4",".ddt"
"textures\icons\hero g atalanta icon 64.ddt","4",".ddt"
"textures\icons\hero g atalanta icon.ddt","5.4",".ddt"
"textures\icons\hero g atalanta.ddt","1",".ddt"
"textures\icons\hero g bellerophon icon 64.ddt","4",".ddt"
"textures\icons\hero g bellerophon.ddt","4",".ddt"
"textures\icons\hero g chiron icon 64.ddt","4",".ddt"
"textures\icons\hero g chiron.ddt","4",".ddt"
"textures\icons\hero g circe icon 64.ddt","4",".ddt"
"textures\icons\hero g circe.ddt","4",".ddt"
"textures\icons\hero g heracles.ddt","4",".ddt"
"textures\icons\hero g hercules icon 64.ddt","4",".ddt"
"textures\icons\hero g hippolyta.ddt","4",".ddt"
"textures\icons\hero g hyppolyta icon 64.ddt","4",".ddt"
"textures\icons\hero g icon.ddt","1.6",".ddt"
"textures\icons\hero g jason icon 64.ddt","4",".ddt"
"textures\icons\hero g jason.ddt","4",".ddt"
"textures\icons\hero g oddeysseus.ddt","4",".ddt"
"textures\icons\hero g odysseus icon 64.ddt","4",".ddt"
"textures\icons\hero g perseus icon 64.ddt","4",".ddt"
"textures\icons\hero g perseus icon.ddt","4",".ddt"
"textures\icons\hero g physician icon.ddt","3.9",".ddt"
"textures\icons\hero g polyphemus icon 64.ddt","4",".ddt"
"textures\icons\hero g polyphemus.ddt","4",".ddt"
"textures\icons\hero g theseus icon 64.ddt","4",".ddt"
"textures\icons\hero g theseus.ddt","4",".ddt"
"textures\icons\hero n hersir icon 64.ddt","4",".ddt"
"textures\icons\hero n hersir icon.ddt","4",".ddt"
"textures\icons\hero n ragnarok icon 64.ddt","4",".ddt"
"textures\icons\hero n ragnarok icon.ddt","4",".ddt"
"textures\icons\icon achievement age 1.ddt","1.4",".ddt"
"textures\icons\icon achievement age 2.ddt","1.4",".ddt"
"textures\icons\icon achievement age 3.ddt","1.3",".ddt"
"textures\icons\icon achievement age 4.ddt","1.4",".ddt"
"textures\icons\icon bamboo tree.ddt","3.7",".ddt"
"textures\icons\icon building academy.ddt","4",".ddt"
"textures\icons\icon building archery range.ddt","4",".ddt"
"textures\icons\icon building armory.ddt","4",".ddt"
"textures\icons\icon building ballista tower 64.ddt","4",".ddt"
"textures\icons\icon building ballista tower.ddt","4",".ddt"
"textures\icons\icon building barracks.ddt","4",".ddt"
"textures\icons\icon building charioteria.ddt","1.4",".ddt"
"textures\icons\icon building dock.ddt","4",".ddt"
"textures\icons\icon building egypt migdol 64.ddt","4",".ddt"
"textures\icons\icon building egypt migdol.ddt","4",".ddt"
"textures\icons\icon building farm 64.ddt","4",".ddt"
"textures\icons\icon building farm.ddt","4",".ddt"
"textures\icons\icon building forge.ddt","1.3",".ddt"
"textures\icons\icon building fortress.ddt","1.3",".ddt"
"textures\icons\icon building granary.ddt","4",".ddt"
"textures\icons\icon building greek fortress 64.ddt","4",".ddt"
"textures\icons\icon building greek fortress.ddt","4",".ddt"
"textures\icons\icon building guard tower.ddt","1.5",".ddt"
"textures\icons\icon building house 64.ddt","4",".ddt"
"textures\icons\icon building house.ddt","4",".ddt"
"textures\icons\icon building lighthouse 64.ddt","4",".ddt"
"textures\icons\icon building lighthouse.ddt","4",".ddt"
"textures\icons\icon building lumbercamp.ddt","4",".ddt"
"textures\icons\icon building market 64.ddt","4",".ddt"
"textures\icons\icon building market.ddt","4",".ddt"
"textures\icons\icon building mine.ddt","1.1",".ddt"
"textures\icons\icon building mining camp 64.ddt","4",".ddt"
"textures\icons\icon building mining camp.ddt","4",".ddt"
"textures\icons\icon building monument.ddt","1.4",".ddt"
"textures\icons\icon building norse fortress 64.ddt","4",".ddt"
"textures\icons\icon building norse fortress.ddt","4",".ddt"
"textures\icons\icon building outpost.ddt","4",".ddt"
"textures\icons\icon building range.ddt","0.9",".ddt"
"textures\icons\icon building shrine 64.ddt","4",".ddt"
"textures\icons\icon building siege camp.ddt","4",".ddt"
"textures\icons\icon building stable.ddt","4",".ddt"
"textures\icons\icon building storehouse.ddt","4",".ddt"
"textures\icons\icon building temple 64.ddt","4",".ddt"
"textures\icons\icon building temple.ddt","4",".ddt"
"textures\icons\icon building wall to gate 64.ddt","4",".ddt"
"textures\icons\icon building wall to gate.ddt","4",".ddt"
"textures\icons\icon building wonder 64.ddt","4",".ddt"
"textures\icons\icon building wonder.ddt","4",".ddt"
"textures\icons\icon building wooden fence 64.ddt","4",".ddt"
"textures\icons\icon building wooden fence.ddt","4",".ddt"
"textures\icons\icon c titan gate placement.ddt","19.1",".ddt"
"textures\icons\icon camera fast forward.ddt","0.2",".ddt"
"textures\icons\icon camera pause.ddt","0.1",".ddt"
"textures\icons\icon camera play.ddt","0.2",".ddt"
"textures\icons\icon camera reverse.ddt","0.3",".ddt"
"textures\icons\icon camera step backward.ddt","0.3",".ddt"
"textures\icons\icon camera step forward.ddt","0.3",".ddt"
"textures\icons\icon camera stop.ddt","0.1",".ddt"
"textures\icons\icon class anti archer.ddt","0.6",".ddt"
"textures\icons\icon class anti building.ddt","0.7",".ddt"
"textures\icons\icon class anti cavalry.ddt","0.8",".ddt"
"textures\icons\icon class anti infantry.ddt","0.6",".ddt"
"textures\icons\icon class anti monster.ddt","0.8",".ddt"
"textures\icons\icon class anti siege.ddt","0.9",".ddt"
"textures\icons\icon class archery.ddt","0.5",".ddt"
"textures\icons\icon class building.ddt","0.7",".ddt"
"textures\icons\icon class cavalry.ddt","0.7",".ddt"
"textures\icons\icon class civilian.ddt","0.5",".ddt"
"textures\icons\icon class crush.ddt","0.5",".ddt"
"textures\icons\icon class dangerous animal.ddt","1.2",".ddt"
"textures\icons\icon class harmless animal.ddt","1.2",".ddt"
"textures\icons\icon class infantry.ddt","0.6",".ddt"
"textures\icons\icon class monster.ddt","0.7",".ddt"
"textures\icons\icon class siege.ddt","0.8",".ddt"
"textures\icons\icon debug minimap.ddt","0.1",".ddt"
"textures\icons\icon e titan gate placement.ddt","7.6",".ddt"
"textures\icons\icon g titan gate placement.ddt","7.8",".ddt"
"textures\icons\icon gold mine 64.ddt","4",".ddt"
"textures\icons\icon gold mine.ddt","4",".ddt"
"textures\icons\icon marsh tree icons 32.ddt","4",".ddt"
"textures\icons\icon marsh tree icons 64.ddt","4",".ddt"
"textures\icons\icon n titan gate placement.ddt","7.5",".ddt"
"textures\icons\icon oak tree 64.ddt","4",".ddt"
"textures\icons\icon oak tree.ddt","4",".ddt"
"textures\icons\icon object fountain 64.ddt","4",".ddt"
"textures\icons\icon object stat armor normal.ddt","0.4",".ddt"
"textures\icons\icon object stat armor pierce.ddt","0.3",".ddt"
"textures\icons\icon object stat attack crush.ddt","0.3",".ddt"
"textures\icons\icon object stat attack normal.ddt","0.2",".ddt"
"textures\icons\icon object stat attack pierce.ddt","0.2",".ddt"
"textures\icons\icon object stat capacity.ddt","0.3",".ddt"
"textures\icons\icon object stat flying.ddt","1",".ddt"
"textures\icons\icon object stat hit point.ddt","0.3",".ddt"
"textures\icons\icon object stat infantry.ddt","1.1",".ddt"
"textures\icons\icon object stat range normal.ddt","0.3",".ddt"
"textures\icons\icon object stat range.ddt","0.4",".ddt"
"textures\icons\icon object stat ship.ddt","0.9",".ddt"
"textures\icons\icon object stat siege.ddt","1.2",".ddt"
"textures\icons\icon palm tree 64.ddt","4",".ddt"
"textures\icons\icon palm tree.ddt","4",".ddt"
"textures\icons\icon pine snow tree 64.ddt","4",".ddt"
"textures\icons\icon pine tree 64.ddt","4",".ddt"
"textures\icons\icon pine tree.ddt","4",".ddt"
"textures\icons\icon resource favor full.ddt","0.6",".ddt"
"textures\icons\icon resource favor.ddt","0.5",".ddt"
"textures\icons\icon resource food.ddt","0.6",".ddt"
"textures\icons\icon resource gold.ddt","0.5",".ddt"
"textures\icons\icon resource population.ddt","0.7",".ddt"
"textures\icons\icon resource wood.ddt","0.7",".ddt"
"textures\icons\icon savannah tree 64.ddt","4",".ddt"
"textures\icons\icon savannah tree.ddt","4",".ddt"
"textures\icons\icon settlement.ddt","0.2",".ddt"
"textures\icons\icon settlementminimap 4x4.ddt","0.1",".ddt"
"textures\icons\icon settlementminimap.ddt","0.1",".ddt"
"textures\icons\icon titangate.ddt","0.2",".ddt"
"textures\icons\icon titanminimap 8x8.ddt","0.1",".ddt"
"textures\icons\icon tundra tree icons 32.ddt","4",".ddt"
"textures\icons\icon tundra tree icons 64.ddt","4",".ddt"
"textures\icons\icon unit relic.ddt","1",".ddt"
"textures\icons\icon wonderminimap 8x8.ddt","0.1",".ddt"
"textures\icons\icon wonderminimap.ddt","0.1",".ddt"
"textures\icons\icon x titan gate placement.ddt","7.9",".ddt"
"textures\icons\improvement acupuncture icon.ddt","4.6",".ddt"
"textures\icons\improvement adze of wepwawet icon 64.ddt","4",".ddt"
"textures\icons\improvement adze of wepwawet icon.ddt","4",".ddt"
"textures\icons\improvement aegis shield icon.ddt","1",".ddt"
"textures\icons\improvement ageis shield icon 64.ddt","1",".ddt"
"textures\icons\improvement alluvial clay icons 32.ddt","4",".ddt"
"textures\icons\improvement alluvial clay icons 64.ddt","4",".ddt"
"textures\icons\improvement ambassadors icon 64.ddt","4",".ddt"
"textures\icons\improvement ambassadors icon.ddt","4",".ddt"
"textures\icons\improvement anastrophe icon 64.ddt","4",".ddt"
"textures\icons\improvement anastrophe icon.ddt","4",".ddt"
"textures\icons\improvement ancient destroyer icon.ddt","5.4",".ddt"
"textures\icons\improvement anubis icon.ddt","4",".ddt"
"textures\icons\improvement aokuang icon.ddt","12.3",".ddt"
"textures\icons\improvement aphrodite icon.ddt","4",".ddt"
"textures\icons\improvement apollo icon.ddt","4",".ddt"
"textures\icons\improvement architects icon 64.ddt","4",".ddt"
"textures\icons\improvement architects icon.ddt","4",".ddt"
"textures\icons\improvement arctic gale icon 64.ddt","4",".ddt"
"textures\icons\improvement arctic gale icon.ddt","4",".ddt"
"textures\icons\improvement arctic wind icon 64.ddt","4",".ddt"
"textures\icons\improvement arctic wind icon.ddt","4",".ddt"
"textures\icons\improvement ares icon.ddt","4",".ddt"
"textures\icons\improvement artemis icon.ddt","4",".ddt"
"textures\icons\improvement asper blood icons 32.ddt","4",".ddt"
"textures\icons\improvement asper blood icons 64.ddt","4",".ddt"
"textures\icons\improvement atef crown icon 64.ddt","4",".ddt"
"textures\icons\improvement atef crown icon.ddt","4",".ddt"
"textures\icons\improvement athena icon.ddt","4",".ddt"
"textures\icons\improvement athenian wall icon 64.ddt","4",".ddt"
"textures\icons\improvement athenian wall icon.ddt","4",".ddt"
"textures\icons\improvement aurora borealis icon.ddt","4",".ddt"
"textures\icons\improvement aurora borealis icon64.ddt","4",".ddt"
"textures\icons\improvement axe of muspell icons 32.ddt","4",".ddt"
"textures\icons\improvement axe of muspell icons 64.ddt","4",".ddt"
"textures\icons\improvement bacchanalia icon 64.ddt","4",".ddt"
"textures\icons\improvement bacchanalia icon.ddt","4",".ddt"
"textures\icons\improvement back to work icon.ddt","1.3",".ddt"
"textures\icons\improvement baldr icon.ddt","4",".ddt"
"textures\icons\improvement ballista tower icon 64.ddt","4",".ddt"
"textures\icons\improvement ballista tower icon.ddt","4",".ddt"
"textures\icons\improvement bast icon.ddt","4",".ddt"
"textures\icons\improvement beast slayer icons 32.ddt","4",".ddt"
"textures\icons\improvement beast slayer icons 64.ddt","4",".ddt"
"textures\icons\improvement berserkergang icon 64.ddt","4",".ddt"
"textures\icons\improvement berserkergang icon.ddt","4",".ddt"
"textures\icons\improvement bite of the shark icons 32.ddt","4",".ddt"
"textures\icons\improvement bite of the shark icons 64.ddt","4",".ddt"
"textures\icons\improvement blessing icon.ddt","1.2",".ddt"
"textures\icons\improvement bone bow icon 64.ddt","4",".ddt"
"textures\icons\improvement bone bow icon.ddt","4",".ddt"
"textures\icons\improvement bone oracle script icon.ddt","9.6",".ddt"
"textures\icons\improvement book of thoth icon 64.ddt","4",".ddt"
"textures\icons\improvement book of thoth icon.ddt","4",".ddt"
"textures\icons\improvement bountiful harvest icon 64.ddt","4",".ddt"
"textures\icons\improvement bountiful harvest icon.ddt","4",".ddt"
"textures\icons\improvement bow saw icon 64.ddt","4",".ddt"
