"BTIFile","Filename","Line"
"D:\AI_upscaling\AoMEE\extracted\textures\cine c shun shoulder.bti","cine c shun shoulder","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine c shun spear.bti","cine c shun spear","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine c shun.bti","cine c shun","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine c zhi.bti","cine c zhi","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine e axeman.bti","cine e axeman","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine e infantry map.bti","cine e infantry map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine e setna.bti","cine e setna","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g ajax map.bti","cine g ajax map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g ajax old map.bti","cine g ajax old map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g amanra map.bti","cine g amanra map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g amanra old map.bti","cine g amanra old map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g chiron map.bti","cine g chiron map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g gargarensis map.bti","cine g gargarensis map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g hoplite shield.bti","cine g hoplite shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g kastor map.bti","cine g kastor map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g old man map.bti","cine g old man map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine g poseidon stone.bti","cine g poseidon stone","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine n hersir.bti","cine n hersir","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine n huskarl cape.bti","cine n huskarl cape","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine n huskarl.bti","cine n huskarl","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine n reginleif map.bti","cine n reginleif map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine n reginleif weapons map.bti","cine n reginleif weapons map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine n ulfsark.bti","cine n ulfsark","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine spear map.bti","cine spear map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x hp arcusmap.bti","cine x hp arcusmap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x hp arcusweaponsmap.bti","cine x hp arcusweaponsmap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x hp automatonmap.bti","cine x hp automatonmap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x hp fanaticmap.bti","cine x hp fanaticmap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x hp melagiusmap.bti","cine x hp melagiusmap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x kastor adult.bti","cine x kastor adult","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x krios.bti","cine x krios","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x mp melagius head.bti","cine x mp melagius head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier cape.bti","cine x trident soldier cape","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier helmet.bti","cine x trident soldier helmet","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier shield.bti","cine x trident soldier shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier.bti","cine x trident soldier","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cinematic naval g trireme.bti","cinematic naval g trireme","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\cyclops high.bti","cyclops high","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\forkboy map.bti","forkboy map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\g hypaspist highmodelmap.bti","g hypaspist highmodelmap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\gaia wonder map2.bti","gaia wonder map2","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\gine g kamos map.bti","gine g kamos map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\greekheromap.bti","greekheromap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c general cape.bti","hero c general cape","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c general flag alpha.bti","hero c general flag alpha","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c general flag.bti","hero c general flag","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c general head.bti","hero c general head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c general horse.bti","hero c general horse","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c general.bti","hero c general","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c immortal.bti","hero c immortal","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c monk head.bti","hero c monk head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c monk weapon.bti","hero c monk weapon","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero c monk.bti","hero c monk","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g achilles cape.bti","hero g achilles cape","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g achilles.bti","hero g achilles","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g ajax.bti","hero g ajax","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g atalanta shield.bti","hero g atalanta shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g atalanta.bti","hero g atalanta","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g athena head low map.bti","hero g athena head low map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g athena low map.bti","hero g athena low map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g belerophon shield.bti","hero g belerophon shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g belerophon.bti","hero g belerophon","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g bellerophon shield.bti","hero g bellerophon shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g chiron shield.bti","hero g chiron shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g chiron.bti","hero g chiron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g heracles head.bti","hero g heracles head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g heracles shield.bti","hero g heracles shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g heracles.bti","hero g heracles","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g hercules.bti","hero g hercules","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g hippolyta.bti","hero g hippolyta","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g jason shield.bti","hero g jason shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g jason standard.bti","hero g jason standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g perseus standard.bti","hero g perseus standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g physician head.bti","hero g physician head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g physician.bti","hero g physician","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g polyphemus shield.bti","hero g polyphemus shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g theseus shield.bti","hero g theseus shield","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero g theseus.bti","hero g theseus","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero n hero low.bti","hero n hero low","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero n hero.bti","hero n hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero n hersir.bti","hero n hersir","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok female head.bti","hero n ragnorok female head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok female.bti","hero n ragnorok female","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok male head.bti","hero n ragnorok male head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok male.bti","hero n ragnorok male","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero x ajax.bti","hero x ajax","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hero x kastor.bti","hero x kastor","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\hoplitemap.bti","hoplitemap","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\icons\command time shift icons 32.bti","command time shift icons 32","alpha=1 noalphatest fmt=DeflatedRGBA8"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier bronze.bti","infantry c halberdier bronze","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier copper.bti","infantry c halberdier copper","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head bronze.bti","infantry c halberdier head bronze","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head copper.bti","infantry c halberdier head copper","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head iron.bti","infantry c halberdier head iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head standard.bti","infantry c halberdier head standard","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier iron.bti","infantry c halberdier iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier standard.bti","infantry c halberdier standard","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman bronze.bti","infantry e axeman bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman copper.bti","infantry e axeman copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman iron.bti","infantry e axeman iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman map.bti","infantry e axeman map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman standard.bti","infantry e axeman standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e chariot archer iron map.bti","infantry e chariot archer iron map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh bronze.bti","infantry e khopesh bronze","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh copper.bti","infantry e khopesh copper","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head bronze.bti","infantry e khopesh head bronze","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head copper.bti","infantry e khopesh head copper","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head iron.bti","infantry e khopesh head iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head standard.bti","infantry e khopesh head standard","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh iron.bti","infantry e khopesh iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh standard.bti","infantry e khopesh standard","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e mercenary head.bti","infantry e mercenary head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e mercenary.bti","infantry e mercenary","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman bronze.bti","infantry e spearman bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman copper.bti","infantry e spearman copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman iron.bti","infantry e spearman iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman map.bti","infantry e spearman map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman shield map.bti","infantry e spearman shield map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman standard.bti","infantry e spearman standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite bronze.bti","infantry g hoplite bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite copper.bti","infantry g hoplite copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite head iron.bti","infantry g hoplite head iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite iron.bti","infantry g hoplite iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_01.bti","infantry g hoplite map_01","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_02.bti","infantry g hoplite map_02","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_03.bti","infantry g hoplite map_03","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_04.bti","infantry g hoplite map_04","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite standard.bti","infantry g hoplite standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist bronze.bti","infantry g hypaspist bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist copper.bti","infantry g hypaspist copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head bronze.bti","infantry g hypaspist head bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head copper.bti","infantry g hypaspist head copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head iron.bti","infantry g hypaspist head iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head standard.bti","infantry g hypaspist head standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist iron.bti","infantry g hypaspist iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist map.bti","infantry g hypaspist map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist standard.bti","infantry g hypaspist standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g militia.bti","infantry g militia","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g myrmidon head iron.bti","infantry g myrmidon head iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry g myrmidon iron.bti","infantry g myrmidon iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi bronze.bti","infantry n bondi bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi copper.bti","infantry n bondi copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head bronze.bti","infantry n bondi head bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head copper.bti","infantry n bondi head copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head iron.bti","infantry n bondi head iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head standard.bti","infantry n bondi head standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi iron.bti","infantry n bondi iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi standard.bti","infantry n bondi standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl bronze.bti","infantry n huskarl bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl copper.bti","infantry n huskarl copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl iron.bti","infantry n huskarl iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl standard.bti","infantry n huskarl standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark bronze.bti","infantry n ulfsark bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark copper.bti","infantry n ulfsark copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark iron.bti","infantry n ulfsark iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark map.bti","infantry n ulfsark map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark scout.bti","infantry n ulfsark scout","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark standard.bti","infantry n ulfsark standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter hero.bti","infantry x 2 sword fighter hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter iron.bti","infantry x 2 sword fighter iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman bronze.bti","infantry x maceman bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman copper.bti","infantry x maceman copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman hero.bti","infantry x maceman hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman iron.bti","infantry x maceman iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman standard.bti","infantry x maceman standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman bronze.bti","infantry x swordsman bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman copper.bti","infantry x swordsman copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman hero.bti","infantry x swordsman hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman iron.bti","infantry x swordsman iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman standard.bti","infantry x swordsman standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier cape iron.bti","infantry x trident soldier cape iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier head hero.bti","infantry x trident soldier head hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier head iron.bti","infantry x trident soldier head iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier hero.bti","infantry x trident soldier hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier iron.bti","infantry x trident soldier iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield hero.bti","infantry x trident soldier shield hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield iron.bti","infantry x trident soldier shield iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\kronos wonder map2.bti","kronos wonder map2","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head bronze.bti","low infantry g normal head bronze","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head copper.bti","low infantry g normal head copper","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head iron.bti","low infantry g normal head iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head standard.bti","low infantry g normal head standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\lp cine x krios.bti","lp cine x krios","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\lp g militia.bti","lp g militia","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\lp mu x argus map.bti","lp mu x argus map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\lp mu x stymphalian bird map.bti","lp mu x stymphalian bird map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x argus map.bti","mu x argus map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean flying medic map.bti","mu x atlantean flying medic map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean hundred giant map.bti","mu x atlantean hundred giant map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean lampedes map.bti","mu x atlantean lampedes map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean manowar map.bti","mu x atlantean manowar map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean satyr map.bti","mu x atlantean satyr map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x automation map.bti","mu x automation map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x behemoth map.bti","mu x behemoth map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x dryad.bti","mu x dryad","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x nereid rider map.bti","mu x nereid rider map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x oracle.bti","mu x oracle","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x promethean map.bti","mu x promethean map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x servant of oceanus map.bti","mu x servant of oceanus map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\mu x stymphalian bird map.bti","mu x stymphalian bird map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval c all.bti","naval c all","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval e all.bti","naval e all","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval e pirate ship.bti","naval e pirate ship","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval g all wrecked.bti","naval g all wrecked","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval g all.bti","naval g all","alpha=1 noalphatest fmt=BC3"
