"MaterialFile","Texture","ColorTransform","PixelXForm"
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x barracks age3_death_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_1.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_2.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_3.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_death_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_death_1.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_death_2.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age0_death_3.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_0.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_1.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_2.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_3.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_death_0.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_death_1.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_death_2.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age1_death_3.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_0.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_1.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_2.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_3.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_death_0.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_death_1.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_death_2.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age2_death_3.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age3_0.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age3_1.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age3_2.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age3_death_0.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age3_death_1.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x dock age3_death_2.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guard tower_0.mtrl.xml","building x tower watch2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guard tower_1.mtrl.xml","building x tower watch2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guard tower_death_0.mtrl.xml","building x tower watch2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guard tower_death_1.mtrl.xml","building x tower watch2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_0.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_1.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_3.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_4.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_death_0.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_death_1.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_death_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_death_3.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age0_death_4.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_0.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_1.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_3.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_death_0.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_death_1.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_death_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age1_death_3.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_0.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_1.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_2.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_3.mtrl.xml","Building X Temple age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_4.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_death_0.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_death_1.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_death_2.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_death_3.mtrl.xml","Building X Temple age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age2_death_4.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_0.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_1.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_2.mtrl.xml","Building X Shared Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_3.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_death_0.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_death_1.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_death_2.mtrl.xml","Building X Shared Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x guild age3_death_3.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age0_0.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age0_1.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age0_death_0.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age0_death_1.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age1_0.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age1_1.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age1_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age1_death_0.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age1_death_1.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age1_death_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age2_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age2_1.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age2_2.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age2_death_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age2_death_1.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age2_death_2.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age3_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age3_1.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age3_death_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor a age3_death_1.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age0_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age0_1.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age0_2.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age0_death_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age0_death_1.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age0_death_2.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age1_0.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age1_1.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age1_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age1_death_0.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age1_death_1.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age1_death_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_3.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_death_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_death_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_death_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age2_death_3.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_1.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_2.mtrl.xml","Building X Temple age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_3.mtrl.xml","Building X Shared Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_death_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_death_1.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_death_2.mtrl.xml","Building X Temple age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor b age3_death_3.mtrl.xml","Building X Shared Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age0_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age0_1.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age0_2.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age0_death_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age0_death_1.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age0_death_2.mtrl.xml","Building X Shared Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age1_0.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age1_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age1_death_0.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age1_death_1.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age1_death_2.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_3.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_death_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_death_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_death_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age2_death_3.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_1.mtrl.xml","Building X Shared Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_2.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_3.mtrl.xml","Building X Temple age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_death_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_death_1.mtrl.xml","Building X Shared Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_death_2.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x manor c age3_death_3.mtrl.xml","Building X Temple age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_3.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_4.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_5.mtrl.xml","Building X Temple age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_6.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_7.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_3.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_4.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_5.mtrl.xml","Building X Temple age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_6.mtrl.xml","Building X Dock","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age2_death_7.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age3_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age3_2.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age3_3.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age3_death_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age3_death_2.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x market age3_death_3.mtrl.xml","Building X Guild Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x mirror tower base_0.mtrl.xml","Building X Mirror Tower","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x mirror tower base_1.mtrl.xml","Building X Mirror Tower","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x mirror tower base_death_0.mtrl.xml","Building X Mirror Tower","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x mirror tower base_death_1.mtrl.xml","Building X Mirror Tower","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_0.mtrl.xml","Building X Palace Roof","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_3.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_4.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_5.mtrl.xml","Building X Temple age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_death_0.mtrl.xml","Building X Palace Roof","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_death_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_death_2.mtrl.xml","Building X Palace Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_death_3.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age2_death_5.mtrl.xml","Building X Temple age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_0.mtrl.xml","Building X Palace Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_1.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_2.mtrl.xml","Building X Palace Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_3.mtrl.xml","Building X Temple age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_death_0.mtrl.xml","Building X Palace Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_death_1.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_death_2.mtrl.xml","Building X Palace Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x palace age3_death_3.mtrl.xml","Building X Temple age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age0_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age0_1.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age0_2.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age0_death_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age0_death_1.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age0_death_2.mtrl.xml","Building X Roof Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_1.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_2.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_3.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_death_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_death_1.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_death_2.mtrl.xml","Building X Roof Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age1_death_3.mtrl.xml","Building X Roof Age1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2 fortified_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2 fortified_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2 fortified_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2 fortified_death_0.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2 fortified_death_1.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2 fortified_death_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_1.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_3.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_4.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_death_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_death_1.mtrl.xml","Building G SettlementFence","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_death_2.mtrl.xml","Building X Roof Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_death_3.mtrl.xml","Building X Wall Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age2_death_4.mtrl.xml","Building X Wall Age2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age3 fortified_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age3 fortified_1.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age3 fortified_death_0.mtrl.xml","Building X Wall Age3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age3 fortified_death_1.mtrl.xml","Building X Roof Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age3_0.mtrl.xml","Building X Roof Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\lp building x settlement age3_1.mtrl.xml","Building X Wall Age3","4",""
