"Filename","Category","Width","Height","BTI_AlphaBits","BTI_Format","TGA_AlphaType","TGA_AlphaValues","OpaqueCoveragePct","CoverageGroup"
"cavalry x lancer horse standard.tga","","128","128","1","BC3","MultiValue","3","6.677","0-10%"
"sfx a healing spring stone.tga","","256","256","1","BC3","MultiValue","3","6.729","0-10%"
"hero g atalanta shield.tga","","64","32","1","BC3","MultiValue","3","6.982","0-10%"
"cavalry g prodromos standard.tga","","64","64","1","BC3","MultiValue","3","63.11","50-75%"
"scenario g odysseus map.tga","","64","64","1","BC3","MultiValue","3","65.063","50-75%"
"scenario g old man map.tga","","64","64","1","BC3","MultiValue","3","65.674","50-75%"
"special g medusa map.tga","","64","64","1","BC3","MultiValue","3","65.796","50-75%"
"world n garrison flag.tga","","64","32","1","BC3","MultiValue","3","66.504","50-75%"
"world e garrison flag.tga","","64","32","1","BC3","MultiValue","3","67.236","50-75%"
"special g medusa.tga","","128","128","1","BC3","MultiValue","3","67.932","50-75%"
"naval n utility map.tga","","256","256","1","BC3","MultiValue","3","68.674","50-75%"
"special e wadjet.tga","","128","128","1","BC3","MultiValue","3","69.495","50-75%"
"infantry e spearman map.tga","","64","64","1","BC3","MultiValue","3","69.775","50-75%"
"special g athena.tga","","128","128","1","BC3","MultiValue","3","7.007","0-10%"
"infantry n huskarl bronze.tga","","64","64","1","BC3","MultiValue","3","7.104","0-10%"
"infantry n huskarl copper.tga","","64","64","1","BC3","MultiValue","3","7.104","0-10%"
"infantry n huskarl iron.tga","","64","64","1","BC3","MultiValue","3","7.104","0-10%"
"infantry n huskarl standard.tga","","64","64","1","BC3","MultiValue","3","7.104","0-10%"
"special g chimera map.tga","","64","64","1","BC3","MultiValue","3","7.129","0-10%"
"cine g kastor map.tga","","256","256","1","BC3","MultiValue","3","7.161","0-10%"
"cavalry n jarl bronze.tga","","64","64","1","BC3","MultiValue","3","7.202","0-10%"
"cavalry n jarl iron.tga","","64","64","1","BC3","MultiValue","3","7.202","0-10%"
"attachments mu x automaton.tga","","64","64","1","BC3","MultiValue","3","7.373","0-10%"
"cavalry e war elephant basket iron.tga","","64","64","1","BC3","MultiValue","3","7.446","0-10%"
"theocrat map.tga","","256","256","1","BC3","MultiValue","3","7.521","0-10%"
"scenario c gargarensis map.tga","","128","128","1","BC3","MultiValue","3","7.611","0-10%"
"special n fire giant.tga","","128","128","1","BC3","MultiValue","3","7.648","0-10%"
"titan x promethean 1.tga","","256","256","1","BC3","MultiValue","3","7.755","0-10%"
"naval g all wrecked.tga","","256","256","1","BC3","MultiValue","3","74.352","50-75%"
"naval g all.tga","","256","256","1","BC3","MultiValue","3","74.352","50-75%"
"scenario n thors hammer cart.tga","","128","64","1","BC3","MultiValue","3","74.438","50-75%"
"infantry e axeman map.tga","","64","64","1","BC3","MultiValue","3","74.585","50-75%"
"naval e all.tga","","256","256","1","BC3","MultiValue","3","75.522","75-100%"
"siege n catapult map.tga","","256","256","1","BC3","MultiValue","3","75.826","75-100%"
"archer e slinger map.tga","","64","64","1","BC3","MultiValue","3","75.879","75-100%"
"naval x all.tga","","256","256","1","BC3","MultiValue","3","75.914","75-100%"
"infantry g hoplite map_01.tga","","64","64","1","BC3","MultiValue","3","76.611","75-100%"
"infantry g hoplite map_02.tga","","64","64","1","BC3","MultiValue","3","76.611","75-100%"
"infantry g hoplite map_03.tga","","64","64","1","BC3","MultiValue","3","76.611","75-100%"
"infantry g hoplite map_04.tga","","64","64","1","BC3","MultiValue","3","76.611","75-100%"
"test flags.tga","","128","128","1","BC3","MultiValue","3","78.54","75-100%"
"cine x hp fanaticmap.tga","","256","256","1","BC3","MultiValue","3","8.017","0-10%"
"cavalry e war elephant basket bronze.tga","","64","64","1","BC3","MultiValue","3","8.032","0-10%"
"cine n huskarl.tga","","256","256","1","BC3","MultiValue","3","8.035","0-10%"
"hero g athena low map.tga","","64","64","1","BC3","MultiValue","3","8.057","0-10%"
"cine x trident soldier.tga","","256","256","1","BC3","MultiValue","3","8.099","0-10%"
"trade n caravan ox.tga","","128","128","1","BC3","MultiValue","3","8.246","0-10%"
"hero g chiron shield.tga","","64","32","1","BC3","MultiValue","3","8.301","0-10%"
"building x wall age2.tga","","256","256","1","BC3","MultiValue","3","8.45","0-10%"
"scenario c kamos.tga","","128","128","1","BC3","MultiValue","3","8.551","0-10%"
"cavalry e war elephant rider copper.tga","","64","64","1","BC3","MultiValue","3","8.643","0-10%"
"infantry n ulfsark map.tga","","64","64","1","BC3","MultiValue","3","8.643","0-10%"
"mu x atlantean satyr map.tga","","128","128","1","BC3","MultiValue","3","8.82","0-10%"
"infantry n bondi standard.tga","","64","64","1","BC3","MultiValue","20","8.838","0-10%"
"naval n kraken upgrade.tga","","128","64","1","BC3","MultiValue","3","8.838","0-10%"
"naval n kraken.tga","","128","64","1","BC3","MultiValue","3","8.838","0-10%"
"cine a skult map.tga","","256","256","1","BC3","MultiValue","3","8.997","0-10%"
"cavalry x lancer cape iron.tga","","32","64","1","BC3","MultiValue","3","82.227","75-100%"
"infantry x trident soldier cape iron.tga","","32","64","1","BC3","MultiValue","3","83.496","75-100%"
"infantry n bondi head bronze.tga","","32","32","1","BC3","MultiValue","4","87.891","75-100%"
"infantry n bondi head copper.tga","","32","32","1","BC3","MultiValue","4","87.891","75-100%"
"infantry n bondi head iron.tga","","32","32","1","BC3","MultiValue","4","87.891","75-100%"
"infantry n bondi head standard.tga","","32","32","1","BC3","MultiValue","4","87.891","75-100%"
"special g minotaur.tga","","128","128","1","BC3","MultiValue","3","9.07","0-10%"
"gine g kamos map.tga","","256","256","1","BC3","MultiValue","3","9.174","0-10%"
"special e apep map.tga","","128","128","1","BC3","MultiValue","3","9.174","0-10%"
"cine n reginleif map.tga","","256","256","1","BC3","MultiValue","3","9.198","0-10%"
"special e scorpion man upgrade.tga","","128","128","1","BC3","MultiValue","3","9.241","0-10%"
"special e scorpion man.tga","","128","128","1","BC3","MultiValue","3","9.241","0-10%"
"lp mu x argus map.tga","","128","128","1","BC3","MultiValue","3","9.265","0-10%"
"special g medusa low map.tga","","64","64","1","BC3","MultiValue","3","9.326","0-10%"
"cine g gargarensis map.tga","","256","256","1","BC3","MultiValue","3","9.419","0-10%"
"mu x argus map.tga","","256","256","1","BC3","MultiValue","3","9.903","0-10%"
"scenario n reginleif weapons map.tga","","64","64","1","BC3","MultiValue","3","9.912","0-10%"
"special n troll bag.tga","","64","32","1","BC3","MultiValue","3","9.912","0-10%"
"archer e slinger head bronze.tga","","32","32","1","BC3","MultiValue","3","9.961","0-10%"
"archer e slinger head copper.tga","","32","32","1","BC3","MultiValue","3","9.961","0-10%"
"archer e slinger head iron.tga","","32","32","1","BC3","MultiValue","3","9.961","0-10%"
"archer e slinger head standard.tga","","32","32","1","BC3","MultiValue","3","9.961","0-10%"
"cine x trident soldier cape.tga","","128","256","1","BC3","MultiValue","3","91.968","75-100%"
"scenario u ferryman map.tga","","64","64","1","BC3","MultiValue","3","97.314","75-100%"
"building e shrine.tga","","256","256","1","BC3","MultiValue","3","98.882","75-100%"
"archer c crossbowman head standard.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer c mounted archer head bronze.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer c mounted archer head copper.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer c mounted archer head iron.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer c mounted archer head standard.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer n normal head bronze.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer n normal head copper.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer n normal head iron.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"archer n normal head standard.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"building c roofage1.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c roofage2.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c roofage3.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c roofage4.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c special.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c titan gate rocks.tga","","128","128","4","BC3","Binary","1","0","0-10%"
"building c wonder city floor.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c wonder city roof.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c wonder city walls.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c wonder palace floor.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building c wonder palace roof.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building e fortress accessories02.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"building e fortress.tga","","256","256","4","BC3","Binary","1","0","0-10%"
"cine c emperor.tga","","512","512","4","BC3","Binary","1","0","0-10%"
"hero c monk head.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"hero c monk weapon.tga","","16","128","4","BC3","Binary","1","0","0-10%"
"hero g physician head.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"scenario c danzhu head.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"scenario c shun head.tga","","32","32","4","BC3","Binary","1","0","0-10%"
"scenario c zhi head.tga","","64","64","4","BC3","Binary","1","0","0-10%"
"sfx c growth vines.tga","","64","64","4","BC3","Binary","1","0","0-10%"
"trade c caravan.tga","","64","64","4","BC3","Binary","1","0","0-10%"
"world c dam.tga","","128","128","4","BC3","Binary","1","0","0-10%"
"world c statue shennong head.tga","","64","64","4","BC3","Binary","1","0","0-10%"
"building c wonder temple.tga","","256","256","4","BC3","Binary","2","0.873","0-10%"
"building c earthen wall.tga","","256","256","4","BC3","Binary","2","1.91","0-10%"
"building c fortified wall.tga","","256","256","4","BC3","Binary","2","1.91","0-10%"
"building c great wall.tga","","256","256","4","BC3","Binary","2","1.91","0-10%"
"building c stone wall.tga","","256","256","4","BC3","Binary","2","1.91","0-10%"
"animal duck map.tga","","64","64","4","BC3","Binary","1","100","75-100%"
"animal lizard map.tga","","64","64","4","BC3","Binary","1","100","75-100%"
"animal tiger map.tga","","128","128","4","BC3","Binary","1","100","75-100%"
"attachment c halberd head bronze.tga","","32","32","4","BC3","Binary","1","100","75-100%"
"attachment c halberd head copper.tga","","32","32","4","BC3","Binary","1","100","75-100%"
"attachment c halberd head iron.tga","","32","32","4","BC3","Binary","1","100","75-100%"
"attachment c halberd head standard.tga","","32","32","4","BC3","Binary","1","100","75-100%"
"attachments c fire lance.tga","","64","128","4","BC3","Binary","1","100","75-100%"
"attachments c halberd bronze.tga","","128","16","4","BC3","Binary","1","100","75-100%"
"attachments c halberd copper.tga","","128","16","4","BC3","Binary","1","100","75-100%"
"attachments c halberd iron.tga","","128","16","4","BC3","Binary","1","100","75-100%"
"attachments c halberd standard.tga","","128","16","4","BC3","Binary","1","100","75-100%"
"attachments c sword jiaolong.tga","","32","16","4","BC3","Binary","1","100","75-100%"
"cine c shun spear.tga","","128","256","4","BC3","Binary","1","100","75-100%"
"hero c general cape.tga","","128","128","4","BC3","Binary","1","100","75-100%"
"siege c sitting tiger projectile.tga","","32","32","4","BC3","Binary","1","100","75-100%"
"temp santa hat.tga","","64","64","4","BC3","Binary","1","100","75-100%"
"hero c general flag.tga","","128","64","4","BC3","Binary","2","15.808","10-25%"
"building c tower age2.tga","","256","256","4","BC3","Binary","2","2.094","0-10%"
"building c tower age3.tga","","256","256","4","BC3","Binary","2","2.094","0-10%"
"building c tower age4.tga","","256","256","4","BC3","Binary","2","2.094","0-10%"
"world c statue nuwa stand.tga","","32","64","4","BC3","Binary","2","3.125","0-10%"
"infantry e khopesh head bronze.tga","","64","32","4","BC3","Binary","2","49.658","25-50%"
"infantry e khopesh head copper.tga","","64","32","4","BC3","Binary","2","49.658","25-50%"
"infantry e khopesh head iron.tga","","64","32","4","BC3","Binary","2","49.658","25-50%"
"infantry e khopesh head standard.tga","","64","32","4","BC3","Binary","2","49.658","25-50%"
"siege c sitting tiger iron.tga","","64","64","4","BC3","Binary","2","5.981","0-10%"
"siege c sitting tiger.tga","","64","64","4","BC3","Binary","2","5.981","0-10%"
"building e fortress accessories.tga","","256","256","4","BC3","MultiValue","31","0","0-10%"
"building e wonder accessories.tga","","256","256","4","BC3","MultiValue","30","0","0-10%"
"naval g giant turtle.tga","","256","256","4","BC3","MultiValue","244","0","0-10%"
"special g giant turtle.tga","","256","256","4","BC3","MultiValue","244","0","0-10%"
"special g pegasus wings.tga","","64","64","4","BC3","MultiValue","42","0","0-10%"
"titan e ra pads map.tga","","64","64","4","BC3","MultiValue","172","0","0-10%"
"titan e ra skirt map.tga","","256","256","4","BC3","MultiValue","239","0","0-10%"
"titan x gaia.tga","","256","256","4","BC3","MultiValue","165","0","0-10%"
"titan x golem map1.tga","","256","256","4","BC3","MultiValue","242","0","0-10%"
"building c wonder palace walls.tga","","256","256","4","BC3","MultiValue","11","0.024","0-10%"
"archer c mounted archer horse bronze.tga","","128","128","4","BC3","MultiValue","70","0.391","0-10%"
"archer c mounted archer horse copper.tga","","128","128","4","BC3","MultiValue","70","0.391","0-10%"
"archer c mounted archer horse iron.tga","","128","128","4","BC3","MultiValue","70","0.391","0-10%"
"archer c mounted archer horse standard.tga","","128","128","4","BC3","MultiValue","70","0.391","0-10%"
"building c wallsage1.tga","","256","256","4","BC3","MultiValue","11","0.476","0-10%"
"building c wallsage2.tga","","256","256","4","BC3","MultiValue","11","0.476","0-10%"
"building c wallsage3.tga","","256","256","4","BC3","MultiValue","11","0.476","0-10%"
"building c wallsage4.tga","","256","256","4","BC3","MultiValue","11","0.476","0-10%"
"hero c general head.tga","","32","32","4","BC3","MultiValue","48","0.879","0-10%"
"animal yak.tga","","128","128","4","BC3","MultiValue","14","1.025","0-10%"
"animal white tiger map.tga","","128","128","4","BC3","MultiValue","12","1.031","0-10%"
"cine c danzhu.tga","","256","256","4","BC3","MultiValue","101","1.178","0-10%"
"cavalry c chariot horse standard.tga","","128","128","4","BC3","MultiValue","111","1.617","0-10%"
"scenario c danzhu.tga","","128","128","4","BC3","MultiValue","55","1.691","0-10%"
"hero g physician.tga","","64","64","4","BC3","MultiValue","83","1.733","0-10%"
"special c vermillion bird.tga","","256","256","4","BC3","MultiValue","111","1.988","0-10%"
"archer c crossbowman standard.tga","","64","64","4","BC3","MultiValue","104","10.498","10-25%"
"cavalry c chariot bronze.tga","","128","128","4","BC3","MultiValue","78","10.681","10-25%"
"cavalry c chariot copper.tga","","128","128","4","BC3","MultiValue","78","10.681","10-25%"
"cavalry c chariot iron.tga","","128","128","4","BC3","MultiValue","78","10.681","10-25%"
"cavalry c chariot standard.tga","","128","128","4","BC3","MultiValue","78","10.681","10-25%"
"archer c crossbowman bronze.tga","","64","64","4","BC3","MultiValue","93","11.23","10-25%"
"archer c crossbowman copper.tga","","64","64","4","BC3","MultiValue","93","11.23","10-25%"
"archer c crossbowman iron.tga","","64","64","4","BC3","MultiValue","93","11.23","10-25%"
"special c terracotta soldier.tga","","128","128","4","BC3","MultiValue","8","11.621","10-25%"
"cavalry c scout iron.tga","","64","64","4","BC3","MultiValue","95","13.428","10-25%"
"cine c jiaolong.tga","","256","256","4","BC3","MultiValue","216","14.388","10-25%"
"siege c fire lance iron.tga","","64","64","4","BC3","MultiValue","102","14.453","10-25%"
"archer n normal standard.tga","","64","64","4","BC3","MultiValue","8","14.526","10-25%"
"special c azure dragon.tga","","256","128","4","BC3","MultiValue","189","14.825","10-25%"
"infantry c halberdier iron.tga","","64","64","4","BC3","MultiValue","114","15.527","10-25%"
"cavalry c cataphract horse bronze.tga","","128","128","4","BC3","MultiValue","77","15.607","10-25%"
"cavalry c cataphract horse copper.tga","","128","128","4","BC3","MultiValue","77","15.607","10-25%"
"cavalry c cataphract horse iron.tga","","128","128","4","BC3","MultiValue","77","15.607","10-25%"
"cavalry c cataphract horse standard.tga","","128","128","4","BC3","MultiValue","77","15.607","10-25%"
"special c monkey king.tga","","128","256","4","BC3","MultiValue","175","16.342","10-25%"
"cavalry c cataphract copper.tga","","64","64","4","BC3","MultiValue","79","16.895","10-25%"
"scenario c jiaolong.tga","","256","256","4","BC3","MultiValue","180","17.172","10-25%"
"hero c general horse.tga","","128","128","4","BC3","MultiValue","140","2.228","0-10%"
"hero c monk.tga","","64","64","4","BC3","MultiValue","79","2.295","0-10%"
"cavalry c chariot horse bronze.tga","","256","256","4","BC3","MultiValue","145","2.373","0-10%"
"cavalry c chariot horse iron.tga","","256","256","4","BC3","MultiValue","145","2.373","0-10%"
"special c salamander.tga","","128","128","4","BC3","MultiValue","153","2.606","0-10%"
"siege x onager iron.tga","","64","64","4","BC3","MultiValue","4","2.979","0-10%"
"siege x onager.tga","","64","64","4","BC3","MultiValue","4","2.979","0-10%"
"cine c shun.tga","","512","512","4","BC3","MultiValue","252","20.051","10-25%"
"special c jiangshi head.tga","","32","32","4","BC3","MultiValue","33","21.484","10-25%"
"cavalry c scout bronze.tga","","64","64","4","BC3","MultiValue","96","21.753","10-25%"
"siege c fire lance bronze.tga","","64","64","4","BC3","MultiValue","99","24.243","10-25%"
"siege c fire lance.tga","","64","64","4","BC3","MultiValue","100","24.243","10-25%"
"infantry e khopesh standard.tga","","64","64","4","BC3","MultiValue","45","26.343","25-50%"
"cavalry c scout head bronze.tga","","32","32","4","BC3","MultiValue","31","26.758","25-50%"
"cavalry c scout head copper.tga","","32","32","4","BC3","MultiValue","31","26.758","25-50%"
"cavalry c scout head iron.tga","","32","32","4","BC3","MultiValue","31","26.758","25-50%"
"cavalry c scout head standard.tga","","32","32","4","BC3","MultiValue","31","26.758","25-50%"
"infantry c halberdier bronze.tga","","64","64","4","BC3","MultiValue","108","27.539","25-50%"
"infantry e khopesh iron.tga","","64","64","4","BC3","MultiValue","92","27.808","25-50%"
"infantry e khopesh bronze.tga","","64","64","4","BC3","MultiValue","89","28.394","25-50%"
"cavalry c scout copper.tga","","64","64","4","BC3","MultiValue","84","28.418","25-50%"
"hero c immortal.tga","","64","64","4","BC3","MultiValue","70","29.98","25-50%"
"naval c all.tga","","256","256","4","BC3","MultiValue","158","3.027","0-10%"
"siege c fire lance head bronze.tga","","64","32","4","BC3","MultiValue","18","3.906","0-10%"
"siege c fire lance head iron.tga","","64","32","4","BC3","MultiValue","18","3.906","0-10%"
"siege c fire lance head.tga","","64","32","4","BC3","MultiValue","18","3.906","0-10%"
"trade c caravan cargo.tga","","64","64","4","BC3","MultiValue","25","3.955","0-10%"
"special c earth dragon.tga","","256","256","4","BC3","MultiValue","243","33.531","25-50%"
"cavalry c cataphract standard.tga","","64","64","4","BC3","MultiValue","96","33.545","25-50%"
"infantry c halberdier copper.tga","","64","64","4","BC3","MultiValue","95","33.691","25-50%"
"attachments c flag naval.tga","","64","32","4","BC3","MultiValue","14","35.498","25-50%"
"cavalry c charioteer iron.tga","","256","256","4","BC3","MultiValue","194","37.169","25-50%"
"infantry e khopesh copper.tga","","64","64","4","BC3","MultiValue","126","37.183","25-50%"
"cavalry c charioteer bronze.tga","","256","256","4","BC3","MultiValue","188","38.922","25-50%"
"villager c male standard.tga","","64","64","4","BC3","MultiValue","35","39.185","25-50%"
"world c statue shennong.tga","","128","128","4","BC3","MultiValue","9","4.443","0-10%"
"Animal William Walrus Map.tga","","256","256","4","BC3","MultiValue","68","4.701","0-10%"
"titan c pangu.tga","","1024","512","4","BC3","MultiValue","229","4.809","0-10%"
"infantry c halberdier standard.tga","","64","64","4","BC3","MultiValue","88","41.553","25-50%"
"sfx c earth dragon hole.tga","","256","256","4","BC3","MultiValue","256","43.079","25-50%"
"cavalry c scout standard.tga","","64","64","4","BC3","MultiValue","106","43.506","25-50%"
"cine c zhi.tga","","256","256","4","BC3","MultiValue","254","44.72","25-50%"
"world a underworld crator.tga","","256","256","4","BC3","MultiValue","256","44.983","25-50%"
"world c statue nuwa.tga","","128","128","4","BC3","MultiValue","131","5.658","0-10%"
"special c dragon turtle.tga","","256","256","4","BC3","MultiValue","143","5.861","0-10%"
"villager c female.tga","","256","256","4","BC3","MultiValue","145","50.017","50-75%"
"cavalry c charioteer standard.tga","","256","256","4","BC3","MultiValue","190","50.594","50-75%"
"special c jiangshi.tga","","128","128","4","BC3","MultiValue","81","57.91","50-75%"
"Special C Pixiu.tga","","512","256","4","BC3","MultiValue","232","6.004","0-10%"
"scenario c zhi.tga","","128","128","4","BC3","MultiValue","77","65.656","50-75%"
"hero c general flag alpha.tga","","32","32","4","BC3","MultiValue","4","65.723","50-75%"
"special c vermillion bird wing.tga","","256","128","4","BC3","MultiValue","244","7.178","0-10%"
"cavalry c scout horse standard.tga","","128","128","4","BC3","MultiValue","120","7.69","0-10%"
"cavalry c cataphract head bronze.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"cavalry c cataphract head copper.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"cavalry c cataphract head iron.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"cavalry c cataphract head standard.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"infantry c halberdier head bronze.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"infantry c halberdier head copper.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"infantry c halberdier head iron.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"infantry c halberdier head standard.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"special c terracotta soldier head.tga","","32","32","4","BC3","MultiValue","18","7.812","0-10%"
"cavalry c scout horse bronze.tga","","128","128","4","BC3","MultiValue","109","8.337","0-10%"
"cavalry c scout horse copper.tga","","128","128","4","BC3","MultiValue","109","8.337","0-10%"
"cavalry c scout horse iron.tga","","128","128","4","BC3","MultiValue","109","8.337","0-10%"
"cavalry c cataphract bronze.tga","","64","64","4","BC3","MultiValue","101","8.667","0-10%"
"cavalry c cataphract iron.tga","","64","64","4","BC3","MultiValue","101","8.667","0-10%"
"scenario c jiaolong head.tga","","64","64","4","BC3","MultiValue","36","8.838","0-10%"
"archer c mounted archer bronze.tga","","64","64","4","BC3","MultiValue","25","9.521","0-10%"
"archer c mounted archer copper.tga","","64","64","4","BC3","MultiValue","25","9.521","0-10%"
"archer c mounted archer iron.tga","","64","64","4","BC3","MultiValue","24","9.521","0-10%"
"archer c mounted archer standard.tga","","64","64","4","BC3","MultiValue","24","9.521","0-10%"
"archer c crossbowman head bronze.tga","","32","32","4","BC3","MultiValue","60","9.668","0-10%"
"archer c crossbowman head copper.tga","","32","32","4","BC3","MultiValue","60","9.668","0-10%"
"archer c crossbowman head iron.tga","","32","32","4","BC3","MultiValue","60","9.668","0-10%"
"hero c general.tga","","128","128","4","BC3","MultiValue","139","9.735","0-10%"
"cine c shun shoulder.tga","","128","128","4","BC3","MultiValue","4","96.68","75-100%"
"building c props.tga","","256","256","4","BC3","MultiValue","69","99.255","75-100%"
