"Filename","BTIFile","NoAlphaTest","AlphaBits","Format"
"ui_g_bottomcap_c_poseidon","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_c_poseidon.bti","False","4","BC3"
"ui_g_bottomcap_c_zeus","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_c_zeus.bti","False","4","BC3"
"ui_g_bottomcap_d","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_d.bti","False","1","BC3"
"ui_g_bottomcap_d_hades","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_d_hades.bti","False","4","BC3"
"ui_g_bottomcap_d_poseidon","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_d_poseidon.bti","False","4","BC3"
"ui_g_bottomcap_d_zeus","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_d_zeus.bti","False","4","BC3"
"ui_g_bottomcap_head1","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head1.bti","False","1","BC3"
"ui_g_bottomcap_head1_hades","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head1_hades.bti","False","4","BC3"
"ui_g_bottomcap_head1_poseidon","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head1_poseidon.bti","False","4","BC3"
"ui_g_bottomcap_head1_zeus","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head1_zeus.bti","False","4","BC3"
"ui_g_bottomcap_head2","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head2.bti","False","1","BC3"
"ui_g_bottomcap_head2_hades","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head2_hades.bti","False","4","BC3"
"ui_g_bottomcap_head2_poseidon","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head2_poseidon.bti","False","4","BC3"
"ui_g_bottomcap_head2_zeus","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_bottomcap_head2_zeus.bti","False","4","BC3"
"ui_g_menu","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_menu.bti","False","1","BC3"
"ui_g_menu_hades","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_menu_hades.bti","False","4","BC3"
"ui_g_menu_poseidon","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_menu_poseidon.bti","False","4","BC3"
"ui_g_menu_zeus","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_menu_zeus.bti","False","4","BC3"
"ui_g_title","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_title.bti","False","1","BC3"
"ui_g_title_hades","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_title_hades.bti","False","1","BC3"
"ui_g_title_poseidon","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_title_poseidon.bti","False","1","BC3"
"ui_g_title_zeus","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_title_zeus.bti","False","1","BC3"
"ui_g_top_bar","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_top_bar.bti","False","0","BC3"
"ui_g_top_bar_hades","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_top_bar_hades.bti","False","0","BC3"
"ui_g_top_bar_poseidon","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_top_bar_poseidon.bti","False","0","BC3"
"ui_g_top_bar_zeus","D:\AI_upscaling\AoMEE\extracted\textures\ui_g_top_bar_zeus.bti","False","0","BC3"
"ui_iconbevel","D:\AI_upscaling\AoMEE\extracted\textures\ui_iconbevel.bti","False","1","BC3"
"ui_iconbevel_glow","D:\AI_upscaling\AoMEE\extracted\textures\ui_iconbevel_glow.bti","False","1","BC3"
"ui_iconbevel_shadow","D:\AI_upscaling\AoMEE\extracted\textures\ui_iconbevel_shadow.bti","False","1","BC3"
"ui_iconshadow","D:\AI_upscaling\AoMEE\extracted\textures\ui_iconshadow.bti","False","1","BC3"
"ui_n_bottombar_a","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_a.bti","False","0","BC3"
"ui_n_bottombar_a_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_a_loki.bti","False","0","BC3"
"ui_n_bottombar_a_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_a_odin.bti","False","0","BC3"
"ui_n_bottombar_a_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_a_thor.bti","False","0","BC3"
"ui_n_bottombar_b loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_b loki.bti","False","0","BC3"
"ui_n_bottombar_b odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_b odin.bti","False","0","BC3"
"ui_n_bottombar_b thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_b thor.bti","False","0","BC3"
"ui_n_bottombar_b","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_b.bti","False","0","BC3"
"ui_n_bottombar_b_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_b_loki.bti","False","0","BC3"
"ui_n_bottombar_b_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_b_odin.bti","False","0","BC3"
"ui_n_bottombar_b_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_b_thor.bti","False","0","BC3"
"ui_n_bottombar_c loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_c loki.bti","False","0","BC3"
"ui_n_bottombar_c odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_c odin.bti","False","0","BC3"
"ui_n_bottombar_c thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_c thor.bti","False","0","BC3"
"ui_n_bottombar_c","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_c.bti","False","0","BC3"
"ui_n_bottombar_c_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_c_loki.bti","False","0","BC3"
"ui_n_bottombar_c_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_c_odin.bti","False","0","BC3"
"ui_n_bottombar_c_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_c_thor.bti","False","0","BC3"
"ui_n_bottombar_d","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_d.bti","False","0","BC3"
"ui_n_bottombar_d_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_d_loki.bti","False","0","BC3"
"ui_n_bottombar_d_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_d_odin.bti","False","0","BC3"
"ui_n_bottombar_d_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottombar_d_thor.bti","False","0","BC3"
"ui_n_bottomcap_a","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_a.bti","False","1","BC3"
"ui_n_bottomcap_a_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_a_loki.bti","False","4","BC3"
"ui_n_bottomcap_a_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_a_odin.bti","False","4","BC3"
"ui_n_bottomcap_a_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_a_thor.bti","False","4","BC3"
"ui_n_bottomcap_b","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_b.bti","False","1","BC3"
"ui_n_bottomcap_b_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_b_loki.bti","False","4","BC3"
"ui_n_bottomcap_b_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_b_odin.bti","False","4","BC3"
"ui_n_bottomcap_b_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_b_thor.bti","False","4","BC3"
"ui_n_bottomcap_c","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_c.bti","False","1","BC3"
"ui_n_bottomcap_c_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_c_loki.bti","False","4","BC3"
"ui_n_bottomcap_c_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_c_odin.bti","False","4","BC3"
"ui_n_bottomcap_c_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_c_thor.bti","False","4","BC3"
"ui_n_bottomcap_d","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_d.bti","False","1","BC3"
"ui_n_bottomcap_d_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_d_loki.bti","False","4","BC3"
"ui_n_bottomcap_d_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_d_odin.bti","False","4","BC3"
"ui_n_bottomcap_d_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_d_thor.bti","False","4","BC3"
"ui_n_bottomcap_head1","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head1.bti","False","1","BC3"
"ui_n_bottomcap_head1_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head1_loki.bti","False","4","BC3"
"ui_n_bottomcap_head1_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head1_odin.bti","False","4","BC3"
"ui_n_bottomcap_head1_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head1_thor.bti","False","4","BC3"
"ui_n_bottomcap_head2","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head2.bti","False","1","BC3"
"ui_n_bottomcap_head2_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head2_loki.bti","False","4","BC3"
"ui_n_bottomcap_head2_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head2_odin.bti","False","4","BC3"
"ui_n_bottomcap_head2_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_bottomcap_head2_thor.bti","False","4","BC3"
"ui_n_menu","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_menu.bti","False","1","BC3"
"ui_n_menu_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_menu_loki.bti","False","4","BC3"
"ui_n_menu_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_menu_odin.bti","False","4","BC3"
"ui_n_menu_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_menu_thor.bti","False","4","BC3"
"ui_n_title","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_title.bti","False","1","BC3"
"ui_n_title_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_title_loki.bti","False","4","BC3"
"ui_n_title_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_title_odin.bti","False","4","BC3"
"ui_n_title_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_title_thor.bti","False","4","BC3"
"ui_n_top_bar","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_top_bar.bti","False","0","BC3"
"ui_n_top_bar_loki","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_top_bar_loki.bti","False","0","BC3"
"ui_n_top_bar_odin","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_top_bar_odin.bti","False","0","BC3"
"ui_n_top_bar_thor","D:\AI_upscaling\AoMEE\extracted\textures\ui_n_top_bar_thor.bti","False","0","BC3"
"ui_popup","D:\AI_upscaling\AoMEE\extracted\textures\ui_popup.bti","False","0","BC3"
"ui_statcolorbar","D:\AI_upscaling\AoMEE\extracted\textures\ui_statcolorbar.bti","False","0","BC3"
"ui_statcolorsword","D:\AI_upscaling\AoMEE\extracted\textures\ui_statcolorsword.bti","False","1","BC3"
"ui_statgraybar","D:\AI_upscaling\AoMEE\extracted\textures\ui_statgraybar.bti","False","0","BC3"
"ui_statgraysword","D:\AI_upscaling\AoMEE\extracted\textures\ui_statgraysword.bti","False","1","BC3"
"ui_top_shadow","D:\AI_upscaling\AoMEE\extracted\textures\ui_top_shadow.bti","False","4","BC3"
"ui_x_bottombar_a","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_a.bti","False","0","BC3"
"ui_x_bottombar_a_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_a_gaia.bti","False","0","BC3"
"ui_x_bottombar_a_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_a_kronos.bti","False","0","BC3"
"ui_x_bottombar_a_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_a_oranos.bti","False","0","BC3"
"ui_x_bottombar_b","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_b.bti","False","0","BC3"
"ui_x_bottombar_b_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_b_gaia.bti","False","0","BC3"
"ui_x_bottombar_b_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_b_kronos.bti","False","0","BC3"
"ui_x_bottombar_b_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_b_oranos.bti","False","0","BC3"
"ui_x_bottombar_c","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_c.bti","False","0","BC3"
"ui_x_bottombar_c_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_c_gaia.bti","False","0","BC3"
"ui_x_bottombar_c_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_c_kronos.bti","False","0","BC3"
"ui_x_bottombar_c_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_c_oranos.bti","False","0","BC3"
"ui_x_bottombar_d","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_d.bti","False","0","BC3"
"ui_x_bottombar_d_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_d_gaia.bti","False","0","BC3"
"ui_x_bottombar_d_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_d_kronos.bti","False","0","BC3"
"ui_x_bottombar_d_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottombar_d_oranos.bti","False","0","BC3"
"ui_x_bottomcap_a","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_a.bti","False","4","BC3"
"ui_x_bottomcap_a_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_a_gaia.bti","False","4","BC3"
"ui_x_bottomcap_a_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_a_kronos.bti","False","4","BC3"
"ui_x_bottomcap_a_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_a_oranos.bti","False","4","BC3"
"ui_x_bottomcap_b","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_b.bti","False","4","BC3"
"ui_x_bottomcap_b_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_b_gaia.bti","False","4","BC3"
"ui_x_bottomcap_b_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_b_kronos.bti","False","4","BC3"
"ui_x_bottomcap_b_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_b_oranos.bti","False","4","BC3"
"ui_x_bottomcap_c","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_c.bti","False","4","BC3"
"ui_x_bottomcap_c_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_c_gaia.bti","False","4","BC3"
"ui_x_bottomcap_c_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_c_kronos.bti","False","4","BC3"
"ui_x_bottomcap_c_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_c_oranos.bti","False","4","BC3"
"ui_x_bottomcap_d","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_d.bti","False","4","BC3"
"ui_x_bottomcap_d_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_d_gaia.bti","False","4","BC3"
"ui_x_bottomcap_d_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_d_kronos.bti","False","4","BC3"
"ui_x_bottomcap_d_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_d_oranos.bti","False","4","BC3"
"ui_x_bottomcap_head1","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head1.bti","False","4","BC3"
"ui_x_bottomcap_head1_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head1_gaia.bti","False","4","BC3"
"ui_x_bottomcap_head1_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head1_kronos.bti","False","4","BC3"
"ui_x_bottomcap_head1_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head1_oranos.bti","False","4","BC3"
"ui_x_bottomcap_head2","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head2.bti","False","4","BC3"
"ui_x_bottomcap_head2_gaia","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head2_gaia.bti","False","4","BC3"
"ui_x_bottomcap_head2_kronos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head2_kronos.bti","False","4","BC3"
"ui_x_bottomcap_head2_oranos","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_bottomcap_head2_oranos.bti","False","4","BC3"
"ui_x_gp_indicator_off","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_gp_indicator_off.bti","False","4","BC3"
"ui_x_gp_indicator_on","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_gp_indicator_on.bti","False","4","BC3"
"ui_x_menu_","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_menu_.bti","False","1","BC3"
"ui_x_title_","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_title_.bti","False","1","BC3"
"ui_x_title_titan","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_title_titan.bti","False","4","BC3"
"ui_x_top_bar_","D:\AI_upscaling\AoMEE\extracted\textures\ui_x_top_bar_.bti","False","1","BC3"
"vdblack","D:\AI_upscaling\AoMEE\extracted\textures\vdblack.bti","False","0","BC3"
"vdblend","D:\AI_upscaling\AoMEE\extracted\textures\vdblend.bti","False","0","BC3"
"vdblendcircle","D:\AI_upscaling\AoMEE\extracted\textures\vdblendcircle.bti","False","0","BC3"
"vdblendcircle2","D:\AI_upscaling\AoMEE\extracted\textures\vdblendcircle2.bti","False","0","BC3"
"vdblendcircle3","D:\AI_upscaling\AoMEE\extracted\textures\vdblendcircle3.bti","False","0","BC3"
"vdblendcorner","D:\AI_upscaling\AoMEE\extracted\textures\vdblendcorner.bti","False","0","BC3"
"vdblendcorner2","D:\AI_upscaling\AoMEE\extracted\textures\vdblendcorner2.bti","False","0","BC3"
"vdblendedge","D:\AI_upscaling\AoMEE\extracted\textures\vdblendedge.bti","False","0","BC3"
"vdblendedge2","D:\AI_upscaling\AoMEE\extracted\textures\vdblendedge2.bti","False","0","BC3"
"vdblendedge3","D:\AI_upscaling\AoMEE\extracted\textures\vdblendedge3.bti","False","0","BC3"
"vdblendedge4","D:\AI_upscaling\AoMEE\extracted\textures\vdblendedge4.bti","False","0","BC3"
"vdblendedge5","D:\AI_upscaling\AoMEE\extracted\textures\vdblendedge5.bti","False","0","BC3"
"vdblendedgecorner","D:\AI_upscaling\AoMEE\extracted\textures\vdblendedgecorner.bti","False","0","BC3"
"vdblendedgetwocorners","D:\AI_upscaling\AoMEE\extracted\textures\vdblendedgetwocorners.bti","False","0","BC3"
"vdblendfourcorners","D:\AI_upscaling\AoMEE\extracted\textures\vdblendfourcorners.bti","False","0","BC3"
"vdblendlshape","D:\AI_upscaling\AoMEE\extracted\textures\vdblendlshape.bti","False","0","BC3"
"vdblendlshape2","D:\AI_upscaling\AoMEE\extracted\textures\vdblendlshape2.bti","False","0","BC3"
"vdblendlshapecorner","D:\AI_upscaling\AoMEE\extracted\textures\vdblendlshapecorner.bti","False","0","BC3"
"vdblendthreecorners","D:\AI_upscaling\AoMEE\extracted\textures\vdblendthreecorners.bti","False","0","BC3"
"vdblendtwocorners","D:\AI_upscaling\AoMEE\extracted\textures\vdblendtwocorners.bti","False","0","BC3"
"vdblendtwoedges","D:\AI_upscaling\AoMEE\extracted\textures\vdblendtwoedges.bti","False","0","BC3"
"vdblendtwooppositecorners","D:\AI_upscaling\AoMEE\extracted\textures\vdblendtwooppositecorners.bti","False","0","BC3"
"vdblendushape","D:\AI_upscaling\AoMEE\extracted\textures\vdblendushape.bti","False","0","BC3"
"vdjceblendcorner2","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendcorner2.bti","False","0","BC3"
"vdjceblendedge","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendedge.bti","False","0","BC3"
"vdjceblendedge2","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendedge2.bti","False","0","BC3"
"vdjceblendedge3","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendedge3.bti","False","0","BC3"
"vdjceblendedge4","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendedge4.bti","False","0","BC3"
"vdjceblendedge5","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendedge5.bti","False","0","BC3"
"vdjceblendedgecorner","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendedgecorner.bti","False","0","BC3"
"vdjceblendedgetwocorners","D:\AI_upscaling\AoMEE\extracted\textures\vdjceblendedgetwocorners.bti","False","0","BC3"
"villager a male corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager a male corpse bodya.bti","False","4","BC3"
"villager a male corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager a male corpse skeletona.bti","False","4","BC3"
"villager c female","D:\AI_upscaling\AoMEE\extracted\textures\villager c female.bti","True","4","BC3"
"villager c male head","D:\AI_upscaling\AoMEE\extracted\textures\villager c male head.bti","False","0","BC3"
"villager c male icon","D:\AI_upscaling\AoMEE\extracted\textures\villager c male icon.bti","False","0","BC3"
"villager c male standard","D:\AI_upscaling\AoMEE\extracted\textures\villager c male standard.bti","True","4","BC3"
"villager e female corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager e female corpse bodya.bti","False","4","BC3"
"villager e female corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager e female corpse skeletona.bti","False","4","BC3"
"villager e female head","D:\AI_upscaling\AoMEE\extracted\textures\villager e female head.bti","True","0","BC3"
"villager e female","D:\AI_upscaling\AoMEE\extracted\textures\villager e female.bti","True","1","BC3"
"villager e male corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager e male corpse bodya.bti","False","4","BC3"
"villager e male corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager e male corpse skeletona.bti","False","4","BC3"
"villager e male head","D:\AI_upscaling\AoMEE\extracted\textures\villager e male head.bti","False","0","BC3"
"villager e male standard","D:\AI_upscaling\AoMEE\extracted\textures\villager e male standard.bti","True","1","BC3"
"villager g atlantean male head","D:\AI_upscaling\AoMEE\extracted\textures\villager g atlantean male head.bti","True","1","BC3"
"villager g atlantean male","D:\AI_upscaling\AoMEE\extracted\textures\villager g atlantean male.bti","True","1","BC3"
"villager g female corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager g female corpse bodya.bti","False","4","BC3"
"villager g female corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager g female corpse skeletona.bti","False","4","BC3"
"villager g female head","D:\AI_upscaling\AoMEE\extracted\textures\villager g female head.bti","True","0","BC3"
"villager g female","D:\AI_upscaling\AoMEE\extracted\textures\villager g female.bti","True","1","BC3"
"villager g male corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager g male corpse bodya.bti","False","4","BC3"
"villager g male corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager g male corpse skeletona.bti","False","4","BC3"
"villager g male head","D:\AI_upscaling\AoMEE\extracted\textures\villager g male head.bti","False","0","BC3"
"villager g male standard","D:\AI_upscaling\AoMEE\extracted\textures\villager g male standard.bti","True","1","BC3"
"villager n dwarf corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager n dwarf corpse bodya.bti","False","4","BC3"
"villager n dwarf corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager n dwarf corpse skeletona.bti","False","4","BC3"
"villager n dwarf head","D:\AI_upscaling\AoMEE\extracted\textures\villager n dwarf head.bti","False","0","BC3"
"villager n dwarf standard","D:\AI_upscaling\AoMEE\extracted\textures\villager n dwarf standard.bti","False","0","BC3"
"villager n female corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager n female corpse bodya.bti","False","4","BC3"
"villager n female corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager n female corpse skeletona.bti","False","4","BC3"
"villager n female head","D:\AI_upscaling\AoMEE\extracted\textures\villager n female head.bti","True","0","BC3"
"villager n female","D:\AI_upscaling\AoMEE\extracted\textures\villager n female.bti","True","1","BC3"
"villager n male corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager n male corpse bodya.bti","False","4","BC3"
"villager n male corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager n male corpse skeletona.bti","False","4","BC3"
"villager n male head","D:\AI_upscaling\AoMEE\extracted\textures\villager n male head.bti","False","0","BC3"
"villager n male standard","D:\AI_upscaling\AoMEE\extracted\textures\villager n male standard.bti","True","1","BC3"
"villager n ox","D:\AI_upscaling\AoMEE\extracted\textures\villager n ox.bti","True","1","BC3"
"villager n oxcart corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager n oxcart corpse bodya.bti","False","4","BC3"
"villager n oxcart corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager n oxcart corpse skeletona.bti","False","4","BC3"
"villager n oxcart","D:\AI_upscaling\AoMEE\extracted\textures\villager n oxcart.bti","True","1","BC3"
"villager x crate empty","D:\AI_upscaling\AoMEE\extracted\textures\villager x crate empty.bti","False","1","BC3"
"villager x crate farm","D:\AI_upscaling\AoMEE\extracted\textures\villager x crate farm.bti","False","1","BC3"
"villager x crate gold","D:\AI_upscaling\AoMEE\extracted\textures\villager x crate gold.bti","False","1","BC3"
"villager x crate hunt","D:\AI_upscaling\AoMEE\extracted\textures\villager x crate hunt.bti","False","1","BC3"
"villager x crate wood","D:\AI_upscaling\AoMEE\extracted\textures\villager x crate wood.bti","False","1","BC3"
"villager x female corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager x female corpse bodya.bti","False","4","BC3"
"villager x female corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager x female corpse skeletona.bti","False","4","BC3"
"villager x female hero","D:\AI_upscaling\AoMEE\extracted\textures\villager x female hero.bti","True","1","BC3"
"villager x female","D:\AI_upscaling\AoMEE\extracted\textures\villager x female.bti","True","1","BC3"
"villager x male corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\villager x male corpse bodya.bti","False","4","BC3"
"villager x male corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\villager x male corpse skeletona.bti","False","4","BC3"
"villager x male hero","D:\AI_upscaling\AoMEE\extracted\textures\villager x male hero.bti","True","1","BC3"
"villager x male","D:\AI_upscaling\AoMEE\extracted\textures\villager x male.bti","True","1","BC3"
"villager x pony","D:\AI_upscaling\AoMEE\extracted\textures\villager x pony.bti","True","1","BC3"
"watercrest","D:\AI_upscaling\AoMEE\extracted\textures\watercrest.bti","False","4","BC3"
"waterdecal","D:\AI_upscaling\AoMEE\extracted\textures\waterdecal.bti","False","0","BC3"
