"Filename","Category","Width","Height","BTI_AlphaBits","BTI_Format","TGA_AlphaType","TGA_AlphaValues","OpaquePixels","OpaqueCoveragePct","CoverageGroup","BTIFile"
"cavalry g hippikon horse iron.tga","","128","128","1","BC3","MultiValue","3","1734","10.583","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon horse iron.bti"
"cavalry g prodromos horse bronze.tga","","128","128","1","BC3","MultiValue","3","1734","10.583","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos horse bronze.bti"
"cavalry g prodromos horse iron.tga","","128","128","1","BC3","MultiValue","3","1734","10.583","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos horse iron.bti"
"villager x pony.tga","","64","64","1","BC3","MultiValue","3","435","10.62","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x pony.bti"
"trade g caravan donkey.tga","","64","64","1","BC3","MultiValue","3","439","10.718","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\trade g caravan donkey.bti"
"archer n normal bronze.tga","","64","64","1","BC3","MultiValue","41","441","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal bronze.bti"
"archer n normal copper.tga","","64","64","1","BC3","MultiValue","41","441","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal copper.bti"
"archer n normal iron.tga","","64","64","1","BC3","MultiValue","41","441","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal iron.bti"
"infantry n bondi bronze.tga","","64","64","1","BC3","MultiValue","41","441","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi bronze.bti"
"infantry n bondi copper.tga","","64","64","1","BC3","MultiValue","41","441","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi copper.bti"
"infantry n bondi iron.tga","","64","64","1","BC3","MultiValue","41","441","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi iron.bti"
"infantry e mercenary.tga","","64","64","1","BC3","MultiValue","3","444","10.84","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e mercenary.bti"
"cine x kastor adult.tga","","256","256","1","BC3","MultiValue","3","7133","10.884","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x kastor adult.bti"
"sfx meteorite splat decal.tga","","128","128","1","BC3","MultiValue","3","1817","11.09","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\sfx meteorite splat decal.bti"
"infantry x 2 sword fighter hero.tga","","64","64","1","BC3","MultiValue","3","458","11.182","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter hero.bti"
"infantry x 2 sword fighter iron.tga","","64","64","1","BC3","MultiValue","3","458","11.182","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter iron.bti"
"special g agamemnon.tga","","128","128","1","BC3","MultiValue","3","1876","11.45","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon.bti"
"attachments g shield bronze.tga","","128","64","1","BC3","MultiValue","3","947","11.56","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments g shield bronze.bti"
"toxotemap.tga","","256","256","1","BC3","MultiValue","3","7710","11.765","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\toxotemap.bti"
"cine g ajax map.tga","","256","256","1","BC3","MultiValue","3","7776","11.865","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g ajax map.bti"
"cine n huskarl cape.tga","","128","128","1","BC3","MultiValue","3","1960","11.963","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine n huskarl cape.bti"
"villager e male standard.tga","","64","64","1","BC3","MultiValue","3","495","12.085","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager e male standard.bti"
"hero g belerophon shield.tga","","64","32","1","BC3","MultiValue","3","248","12.109","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g belerophon shield.bti"
"hero g bellerophon shield.tga","","64","32","1","BC3","MultiValue","3","248","12.109","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g bellerophon shield.bti"
"attachments x shield heavy.tga","","128","64","1","BC3","MultiValue","3","993","12.122","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments x shield heavy.bti"
"mu x atlantean hundred giant map.tga","","128","128","1","BC3","MultiValue","3","2005","12.238","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean hundred giant map.bti"
"attachments x shield medium.tga","","128","64","1","BC3","MultiValue","3","1022","12.476","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments x shield medium.bti"
"hero x kastor.tga","","64","64","1","BC3","MultiValue","3","512","12.5","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero x kastor.bti"
"cavalry x javelin bronze.tga","","64","64","1","BC3","MultiValue","3","520","12.695","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin bronze.bti"
"cavalry x javelin hero.tga","","64","64","1","BC3","MultiValue","3","520","12.695","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin hero.bti"
"cavalry x javelin iron.tga","","64","64","1","BC3","MultiValue","3","520","12.695","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin iron.bti"
"attachments n shield iron.tga","","128","64","1","BC3","MultiValue","3","1058","12.915","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments n shield iron.bti"
"cavalry e war elephant rider bronze.tga","","64","64","1","BC3","MultiValue","3","529","12.915","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant rider bronze.bti"
"cavalry e war elephant rider iron.tga","","64","64","1","BC3","MultiValue","3","529","12.915","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant rider iron.bti"
"trade x caravan.tga","","64","64","1","BC3","MultiValue","3","540","13.184","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\trade x caravan.bti"
"attachments a shields map.tga","","128","128","1","BC3","MultiValue","3","2194","13.391","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments a shields map.bti"
"attachments e shield iron.tga","","128","64","1","BC3","MultiValue","3","1104","13.477","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments e shield iron.bti"
"cine x hp melagiusmap.tga","","256","256","1","BC3","MultiValue","3","8844","13.495","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp melagiusmap.bti"
"cine a brokk map.tga","","256","256","1","BC3","MultiValue","3","8889","13.564","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a brokk map.bti"
"cine a eitri map.tga","","256","256","1","BC3","MultiValue","3","8889","13.564","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a eitri map.bti"
"cavalry g hetairoi bronze.tga","","64","64","1","BC3","MultiValue","3","560","13.672","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hetairoi bronze.bti"
"cavalry g hetairoi copper.tga","","64","64","1","BC3","MultiValue","3","560","13.672","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hetairoi copper.bti"
"infantry x trident soldier hero.tga","","64","64","1","BC3","MultiValue","3","562","13.721","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier hero.bti"
"infantry x trident soldier iron.tga","","64","64","1","BC3","MultiValue","3","562","13.721","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier iron.bti"
"mu x atlantean flying medic map.tga","","128","128","1","BC3","MultiValue","3","2250","13.733","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean flying medic map.bti"
"mu x nereid rider map.tga","","128","128","1","BC3","MultiValue","3","2250","13.733","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x nereid rider map.bti"
"archer g crossbowman.tga","","64","64","1","BC3","MultiValue","3","565","13.794","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g crossbowman.bti"
"attachments e shield bronze.tga","","128","64","1","BC3","MultiValue","3","1139","13.904","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments e shield bronze.bti"
"attachments g shield iron.tga","","128","64","1","BC3","MultiValue","3","1141","13.928","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments g shield iron.bti"
"world a underworld passage color transform.tga","","64","64","1","BC3","MultiValue","3","572","13.965","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\world a underworld passage color transform.bti"
"attachments g shield copper.tga","","128","64","1","BC3","MultiValue","3","1145","13.977","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments g shield copper.bti"
"special n jormund brood.tga","","128","128","1","BC3","MultiValue","3","2301","14.044","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n jormund brood.bti"
"cine g chiron map.tga","","256","256","1","BC3","MultiValue","3","9226","14.078","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g chiron map.bti"
"cine g amanra map.tga","","256","256","1","BC3","MultiValue","3","9273","14.149","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g amanra map.bti"
"infantry x maceman bronze.tga","","64","64","1","BC3","MultiValue","3","585","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman bronze.bti"
"infantry x maceman copper.tga","","64","64","1","BC3","MultiValue","3","585","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman copper.bti"
"infantry x maceman hero.tga","","64","64","1","BC3","MultiValue","3","585","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman hero.bti"
"infantry x maceman iron.tga","","64","64","1","BC3","MultiValue","3","585","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman iron.bti"
"infantry x maceman standard.tga","","64","64","1","BC3","MultiValue","3","585","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman standard.bti"
"scenario g kastor map.tga","","64","64","1","BC3","MultiValue","3","588","14.355","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g kastor map.bti"
"cine e setna.tga","","256","256","1","BC3","MultiValue","3","9420","14.374","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine e setna.bti"
"special g chimera tail.tga","","64","64","1","BC3","MultiValue","3","598","14.6","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g chimera tail.bti"
"archer x bronze.tga","","64","64","1","BC3","MultiValue","3","601","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x bronze.bti"
"archer x copper.tga","","64","64","1","BC3","MultiValue","3","601","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x copper.bti"
"archer x hero.tga","","64","64","1","BC3","MultiValue","3","601","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x hero.bti"
"archer x iron.tga","","64","64","1","BC3","MultiValue","3","601","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x iron.bti"
"archer x standard.tga","","64","64","1","BC3","MultiValue","3","601","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x standard.bti"
"special g colossus map.tga","","128","128","1","BC3","MultiValue","3","2413","14.728","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g colossus map.bti"
"hero n ragnorok female.tga","","64","64","1","BC3","MultiValue","3","622","15.186","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok female.bti"
"villager n female.tga","","64","64","1","BC3","MultiValue","3","622","15.186","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager n female.bti"
"trash.tga","","256","256","1","BC3","MultiValue","3","10143","15.477","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\trash.bti"
"cavalry g cataphract iron.tga","","64","64","1","BC3","MultiValue","3","634","15.479","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g cataphract iron.bti"
"archer g peltast iron.tga","","64","64","1","BC3","MultiValue","3","645","15.747","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast iron.bti"
"cine g amanra old map.tga","","256","256","1","BC3","MultiValue","3","10334","15.768","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g amanra old map.bti"
"mu x automation map.tga","","64","64","1","BC3","MultiValue","3","649","15.845","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x automation map.bti"
"cine e axeman.tga","","256","256","1","BC3","MultiValue","3","10403","15.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine e axeman.bti"
"cine a arkantosman map.tga","","256","256","1","BC3","MultiValue","3","10428","15.912","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a arkantosman map.bti"
"greekheromap.tga","","256","256","1","BC3","MultiValue","3","10491","16.008","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\greekheromap.bti"
"attachments e shield copper.tga","","128","64","1","BC3","MultiValue","3","1315","16.052","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments e shield copper.bti"
"cine x hp arcusmap.tga","","256","256","1","BC3","MultiValue","3","10540","16.083","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp arcusmap.bti"
"attachments n shield copper.tga","","128","64","1","BC3","MultiValue","3","1324","16.162","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments n shield copper.bti"
"special g scylla.tga","","256","256","1","BC3","MultiValue","3","10657","16.261","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g scylla.bti"
"hoplitemap.tga","","256","256","1","BC3","MultiValue","3","10659","16.264","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hoplitemap.bti"
"archer g peltast low standard.tga","","32","32","1","BC3","MultiValue","3","167","16.309","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low standard.bti"
"scenario e setna map.tga","","64","64","1","BC3","MultiValue","3","688","16.797","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario e setna map.bti"
"scenario b amanra map.tga","","64","64","1","BC3","MultiValue","3","692","16.895","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario b amanra map.bti"
"archer e slinger iron.tga","","64","64","1","BC3","MultiValue","3","694","16.943","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger iron.bti"
"g hypaspist highmodelmap.tga","","256","256","1","BC3","MultiValue","3","11221","17.122","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\g hypaspist highmodelmap.bti"
"infantry g hoplite copper.tga","","64","64","1","BC3","MultiValue","3","708","17.285","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite copper.bti"
"attachments n shield bronze.tga","","128","64","1","BC3","MultiValue","3","1421","17.346","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments n shield bronze.bti"
"cine a arkantos map.tga","","256","256","1","BC3","MultiValue","3","11477","17.513","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a arkantos map.bti"
"hero g achilles cape.tga","","64","32","1","BC3","MultiValue","18","361","17.627","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g achilles cape.bti"
"siege x chieroballista man upgrade.tga","","64","64","1","BC3","MultiValue","3","739","18.042","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man upgrade.bti"
"siege x chieroballista man.tga","","64","64","1","BC3","MultiValue","3","739","18.042","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man.bti"
"cavalry e camelry map.tga","","64","64","1","BC3","MultiValue","3","746","18.213","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry map.bti"
"cine e infantry map.tga","","256","256","1","BC3","MultiValue","3","11974","18.271","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine e infantry map.bti"
"hero g perseus standard.tga","","64","64","1","BC3","MultiValue","3","759","18.53","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g perseus standard.bti"
"scenario c shun.tga","","128","128","1","BC3","MultiValue","98","3064","18.701","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c shun.bti"
"infantry g hoplite standard.tga","","64","64","1","BC3","MultiValue","3","786","19.189","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite standard.bti"
"mu x atlantean lampedes map.tga","","128","128","1","BC3","MultiValue","3","3189","19.464","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean lampedes map.bti"
"archer n throwing axeman iron.tga","","64","64","1","BC3","MultiValue","3","805","19.653","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman iron.bti"
"special n valkyrie upgrade.tga","","64","64","1","BC3","MultiValue","3","812","19.824","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n valkyrie upgrade.bti"
"special e scarab map.tga","","128","128","1","BC3","MultiValue","3","337","2.057","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e scarab map.bti"
"special g hydra land.tga","","256","256","1","BC3","MultiValue","3","1393","2.126","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g hydra land.bti"
"mu x behemoth map.tga","","256","256","1","BC3","MultiValue","3","1492","2.277","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x behemoth map.bti"
"building x sky temple.tga","","256","256","1","BC3","MultiValue","3","1536","2.344","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building x sky temple.bti"
"sfx g animal magnetism.tga","","128","128","1","BC3","MultiValue","3","384","2.344","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\sfx g animal magnetism.bti"
"building n shared03 2 map.tga","","256","256","1","BC3","MultiValue","3","1584","2.417","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building n shared03 2 map.bti"
"siege x fire siphon upgrade.tga","","128","128","1","BC3","MultiValue","3","396","2.417","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon upgrade.bti"
"siege x fire siphon.tga","","128","128","1","BC3","MultiValue","3","396","2.417","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon.bti"
"cavalry x javelin horse hero.tga","","128","128","1","BC3","MultiValue","3","404","2.466","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin horse hero.bti"
"cavalry x javelin horse iron.tga","","128","128","1","BC3","MultiValue","3","404","2.466","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin horse iron.bti"
"cavalry g hetairoi horse iron.tga","","128","128","1","BC3","MultiValue","3","419","2.557","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hetairoi horse iron.bti"
"animal goat map.tga","","64","64","1","BC3","MultiValue","3","107","2.612","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\animal goat map.bti"
"world n statue thor.tga","","128","128","1","BC3","MultiValue","3","433","2.643","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world n statue thor.bti"
"building n shared04 2 map.tga","","256","256","1","BC3","MultiValue","3","1743","2.66","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building n shared04 2 map.bti"
"siege n ballista map.tga","","256","256","1","BC3","MultiValue","3","1774","2.707","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista map.bti"
"building e age1.tga","","256","256","1","BC3","MultiValue","3","1810","2.762","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e age1.bti"
"building e settlement age1.tga","","256","256","1","BC3","MultiValue","3","1810","2.762","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age1.bti"
"world n statue loki.tga","","128","128","1","BC3","MultiValue","3","461","2.814","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world n statue loki.bti"
"hero g heracles shield.tga","","64","32","1","BC3","MultiValue","3","58","2.832","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g heracles shield.bti"
"cyclops high.tga","","256","256","1","BC3","MultiValue","3","1871","2.855","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cyclops high.bti"
"building n shared01 2 map.tga","","256","256","1","BC3","MultiValue","3","1873","2.858","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building n shared01 2 map.bti"
"building c accessories.tga","","256","256","1","BC3","MultiValue","95","1890","2.884","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building c accessories.bti"
"special e priest.tga","","64","64","1","BC3","MultiValue","3","822","20.068","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special e priest.bti"
"scenario x amanra map.tga","","64","64","1","BC3","MultiValue","3","845","20.63","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario x amanra map.bti"
"special x oracle hero.tga","","64","64","1","BC3","MultiValue","3","847","20.679","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special x oracle hero.bti"
"special x oracle.tga","","64","64","1","BC3","MultiValue","3","847","20.679","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special x oracle.bti"
"cavalry x lancer bronze.tga","","64","64","1","BC3","MultiValue","3","855","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer bronze.bti"
"cavalry x lancer copper.tga","","64","64","1","BC3","MultiValue","3","855","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer copper.bti"
"cavalry x lancer iron.tga","","64","64","1","BC3","MultiValue","3","855","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer iron.bti"
"cavalry x lancer standard.tga","","64","64","1","BC3","MultiValue","3","855","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer standard.bti"
"scenario n brokk standard.tga","","64","64","1","BC3","MultiValue","3","855","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n brokk standard.bti"
"infantry g hoplite bronze.tga","","64","64","1","BC3","MultiValue","3","857","20.923","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite bronze.bti"
"special n valkyrie map.tga","","128","128","1","BC3","MultiValue","3","3446","21.033","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n valkyrie map.bti"
"cavalry g hippikon iron.tga","","64","64","1","BC3","MultiValue","3","868","21.191","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon iron.bti"
"special e avenger map.tga","","128","128","1","BC3","MultiValue","3","3480","21.24","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special e avenger map.bti"
"cavalry g hippikon bronze.tga","","64","64","1","BC3","MultiValue","3","877","21.411","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon bronze.bti"
"infantry g hoplite iron.tga","","64","64","1","BC3","MultiValue","3","880","21.484","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite iron.bti"
"archer g toxotes bronze.tga","","64","64","1","BC3","MultiValue","3","882","21.533","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes bronze.bti"
"archer e slinger bronze.tga","","64","64","1","BC3","MultiValue","3","884","21.582","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger bronze.bti"
"villager x male hero.tga","","64","64","1","BC3","MultiValue","3","884","21.582","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x male hero.bti"
"villager x male.tga","","64","64","1","BC3","MultiValue","3","884","21.582","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x male.bti"
"infantry x trident soldier shield hero.tga","","32","64","1","BC3","MultiValue","3","444","21.68","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield hero.bti"
"infantry x trident soldier shield iron.tga","","32","64","1","BC3","MultiValue","3","444","21.68","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield iron.bti"
"cavalry n jarl standard.tga","","64","64","1","BC3","MultiValue","3","892","21.777","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl standard.bti"
"archer e slinger copper.tga","","64","64","1","BC3","MultiValue","3","900","21.973","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger copper.bti"
"scenario n eitri standard.tga","","64","64","1","BC3","MultiValue","3","910","22.217","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n eitri standard.bti"
"infantry n ulfsark scout.tga","","64","64","1","BC3","MultiValue","40","934","22.803","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark scout.bti"
"villager x female hero.tga","","64","64","1","BC3","MultiValue","3","934","22.803","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x female hero.bti"
"villager x female.tga","","64","64","1","BC3","MultiValue","3","934","22.803","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x female.bti"
"hero x ajax.tga","","64","64","1","BC3","MultiValue","3","944","23.047","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero x ajax.bti"
"cavalry g hetairoi iron.tga","","64","64","1","BC3","MultiValue","3","966","23.584","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hetairoi iron.bti"
"archer g toxotes iron.tga","","64","64","1","BC3","MultiValue","3","995","24.292","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes iron.bti"
"butterfly.tga","","32","32","1","BC3","MultiValue","3","252","24.609","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\butterfly.bti"
"cine n hersir.tga","","256","256","1","BC3","MultiValue","3","16155","24.651","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine n hersir.bti"
"scenario g chiron map.tga","","64","64","1","BC3","MultiValue","3","1014","24.756","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g chiron map.bti"
"cine n ulfsark.tga","","256","256","1","BC3","MultiValue","3","16248","24.792","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine n ulfsark.bti"
"infantry e axeman bronze.tga","","64","64","1","BC3","MultiValue","3","1017","24.829","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman bronze.bti"
"infantry e axeman iron.tga","","64","64","1","BC3","MultiValue","3","1018","24.854","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman iron.bti"
"infantry e axeman copper.tga","","64","64","1","BC3","MultiValue","3","1023","24.976","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman copper.bti"
"special e pharaoh head.tga","","64","32","1","BC3","MultiValue","3","518","25.293","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh head.bti"
"scenario g arkantos man map.tga","","128","128","1","BC3","MultiValue","3","4196","25.61","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos man map.bti"
"archer g peltast low bronze.tga","","32","32","1","BC3","MultiValue","3","266","25.977","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low bronze.bti"
"archer g peltast low iron.tga","","32","32","1","BC3","MultiValue","3","266","25.977","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low iron.bti"
"hero n hero.tga","","128","128","1","BC3","MultiValue","3","4300","26.245","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero n hero.bti"
"hero n hersir.tga","","128","128","1","BC3","MultiValue","3","4300","26.245","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero n hersir.bti"
"cavalry n raiding cavalry bronze.tga","","64","64","1","BC3","MultiValue","3","1102","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry bronze.bti"
"cavalry n raiding cavalry copper.tga","","64","64","1","BC3","MultiValue","3","1102","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry copper.bti"
"cavalry n raiding cavalry iron.tga","","64","64","1","BC3","MultiValue","3","1102","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry iron.bti"
