RelativePath,Source,Destination,Width,Height,TgaImageType,BitsPerPixel,DecodedPixels,RGBA_SHA256,PNG_RGBA_SHA256,Status,Error
textures\infantry c halberdier standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry c halberdier standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry c halberdier standard.png,64,64,2,32,4096,e3297e9f6773dd5b9ea46945df7db7811d7a63685dfbecd4b5b7a42e6ff165cf,e3297e9f6773dd5b9ea46945df7db7811d7a63685dfbecd4b5b7a42e6ff165cf,PASS,
textures\infantry e axeman axe map.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman axe map.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman axe map.png,32,32,2,32,1024,99ac6c8c9f626ca5c9ed9d15b1f31a8856f60398ee43e47eec48a6ee204a9116,99ac6c8c9f626ca5c9ed9d15b1f31a8856f60398ee43e47eec48a6ee204a9116,PASS,
textures\infantry e axeman bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman bronze.png,64,64,2,32,4096,f279ce7987bbe6ebc3385dba6adc1609c80ef4d8054b930d416d412df74ed028,f279ce7987bbe6ebc3385dba6adc1609c80ef4d8054b930d416d412df74ed028,PASS,
textures\infantry e axeman copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman copper.png,64,64,2,32,4096,5b7db0ad89c9ec0cbc03dfdef8c5f205467cbbbd1ae4fdbc1a2b5d69be3e9878,5b7db0ad89c9ec0cbc03dfdef8c5f205467cbbbd1ae4fdbc1a2b5d69be3e9878,PASS,
textures\infantry e axeman corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman corpse bodya.png,32,32,2,32,1024,8c26ef7a936132ca8701fc8245580670843afd488a7f6c82f9d43e1267e588fd,8c26ef7a936132ca8701fc8245580670843afd488a7f6c82f9d43e1267e588fd,PASS,
textures\infantry e axeman corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman corpse skeletona.png,32,32,2,32,1024,d9158449606bcacb39462df8ff58f171e008b8e29b3902d27a0b87bbadc1005d,d9158449606bcacb39462df8ff58f171e008b8e29b3902d27a0b87bbadc1005d,PASS,
textures\infantry e axeman head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman head bronze.png,32,32,2,32,1024,ae157e1f6ab176a32f6ac7bf9fafe2a5f6e3e7893947400525e1b0da233c3e79,ae157e1f6ab176a32f6ac7bf9fafe2a5f6e3e7893947400525e1b0da233c3e79,PASS,
textures\infantry e axeman head copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman head copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman head copper.png,32,32,2,32,1024,b95d2bf1ecfa2096f95818cab0f9c6a6d052ba4a9fdc4a7f9fbc399cd3671b5e,b95d2bf1ecfa2096f95818cab0f9c6a6d052ba4a9fdc4a7f9fbc399cd3671b5e,PASS,
textures\infantry e axeman head iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman head iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman head iron.png,32,32,2,32,1024,bd1d5ae2b3ee8a28c849033c1c4cce2475431a8248773bd099623fad52943e6c,bd1d5ae2b3ee8a28c849033c1c4cce2475431a8248773bd099623fad52943e6c,PASS,
textures\infantry e axeman head standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman head standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman head standard.png,32,32,2,32,1024,c9e429c1261a0d478f05a123aaa24bcda8d7b2b0827ef7e358dd952a748c7ff7,c9e429c1261a0d478f05a123aaa24bcda8d7b2b0827ef7e358dd952a748c7ff7,PASS,
textures\infantry e axeman iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman iron.png,64,64,2,32,4096,dd2874e8ee2c5800af278a25421ae5cd2dc62a97ae72d2de849a25f597ab35d7,dd2874e8ee2c5800af278a25421ae5cd2dc62a97ae72d2de849a25f597ab35d7,PASS,
textures\infantry e axeman map.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman map.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman map.png,64,64,2,32,4096,16751074d9360dd98b455ecb330162384f9acae0ee5f8c6d8ce12c145f86ee5e,16751074d9360dd98b455ecb330162384f9acae0ee5f8c6d8ce12c145f86ee5e,PASS,
textures\infantry e axeman standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e axeman standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e axeman standard.png,64,64,2,32,4096,631583e45ad4b456c3326d1a023952c8fd363cd5ecf99a1ed735af3d804bdcbd,631583e45ad4b456c3326d1a023952c8fd363cd5ecf99a1ed735af3d804bdcbd,PASS,
textures\infantry e chariot archer iron map.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e chariot archer iron map.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e chariot archer iron map.png,64,64,2,32,4096,4a15e646c1296151d377fd31a2d63c8641a67872535c4587c710183f60038933,4a15e646c1296151d377fd31a2d63c8641a67872535c4587c710183f60038933,PASS,
textures\infantry e khopesh bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh bronze.png,64,64,2,32,4096,f881cf478a62de853c9fef8bf9b7ce726fa90358546d41ff855e07744a24f9f5,f881cf478a62de853c9fef8bf9b7ce726fa90358546d41ff855e07744a24f9f5,PASS,
textures\infantry e khopesh copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh copper.png,64,64,2,32,4096,c6cf9dd43773bfb581749d9d1c064c67ba9b8aad12fb60d6aebeb1d9fc6dec08,c6cf9dd43773bfb581749d9d1c064c67ba9b8aad12fb60d6aebeb1d9fc6dec08,PASS,
textures\infantry e khopesh head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh head bronze.png,64,32,2,32,2048,1837ce2915439e3f328756b8e5598fd8641c02e8309628eac1b6c7db446b28f9,1837ce2915439e3f328756b8e5598fd8641c02e8309628eac1b6c7db446b28f9,PASS,
textures\infantry e khopesh head copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh head copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh head copper.png,64,32,2,32,2048,627efbfe3bab698f0e2b90f7d9910bafc7740b8d8174d9ca99c2f2c42a8515fb,627efbfe3bab698f0e2b90f7d9910bafc7740b8d8174d9ca99c2f2c42a8515fb,PASS,
textures\infantry e khopesh head iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh head iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh head iron.png,64,32,2,32,2048,f88197ee1bc59b01f6bfae5b981dbf7a5d768ca4b03a3b601338929cb90e98c9,f88197ee1bc59b01f6bfae5b981dbf7a5d768ca4b03a3b601338929cb90e98c9,PASS,
textures\infantry e khopesh head standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh head standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh head standard.png,64,32,2,32,2048,3274cef727134be9db6b06f547986523b80eb95afa4f2568f6bef825702de487,3274cef727134be9db6b06f547986523b80eb95afa4f2568f6bef825702de487,PASS,
textures\infantry e khopesh iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh iron.png,64,64,2,32,4096,d91a5740fbd1e3b11406d1cc9ba875e30c4d497cec110a42e5549adf6b112e0c,d91a5740fbd1e3b11406d1cc9ba875e30c4d497cec110a42e5549adf6b112e0c,PASS,
textures\infantry e khopesh standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e khopesh standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e khopesh standard.png,64,64,2,32,4096,b4b66b429bf6fad5b809cc295af39805c8c360bacb2cf056f16846bfec2b3011,b4b66b429bf6fad5b809cc295af39805c8c360bacb2cf056f16846bfec2b3011,PASS,
textures\infantry e mercenary corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e mercenary corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e mercenary corpse bodya.png,32,32,2,32,1024,eb1a50220b4e9a3ea70c6fe3c0562406bd6ffbfe1017324df97d335783b784a1,eb1a50220b4e9a3ea70c6fe3c0562406bd6ffbfe1017324df97d335783b784a1,PASS,
textures\infantry e mercenary corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e mercenary corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e mercenary corpse skeletona.png,32,32,2,32,1024,d0fbb385940f924f75626c0b4abad91316a522fc59099696df04a476e8b755bb,d0fbb385940f924f75626c0b4abad91316a522fc59099696df04a476e8b755bb,PASS,
textures\infantry e mercenary head.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e mercenary head.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e mercenary head.png,32,32,2,32,1024,a7b2429c4594c689aa39740a88ddda00b93c1c95cfe5d300f6bf419bfc18ea62,a7b2429c4594c689aa39740a88ddda00b93c1c95cfe5d300f6bf419bfc18ea62,PASS,
textures\infantry e mercenary.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e mercenary.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e mercenary.png,64,64,2,32,4096,af7492046d3421b3c3c2f732539402079799754a78a807d14c146cea5309ec61,af7492046d3421b3c3c2f732539402079799754a78a807d14c146cea5309ec61,PASS,
textures\infantry e spearman bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman bronze.png,64,64,2,32,4096,b6ce836b09721a85b472d8d4186bb3e731c8b6e3a25b9e68cf5fbb248911055e,b6ce836b09721a85b472d8d4186bb3e731c8b6e3a25b9e68cf5fbb248911055e,PASS,
textures\infantry e spearman copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman copper.png,64,64,2,32,4096,4bab31704f6ecdd2478552ce41705330ff1bb4aad0ac84dfaad74e33973fd853,4bab31704f6ecdd2478552ce41705330ff1bb4aad0ac84dfaad74e33973fd853,PASS,
textures\infantry e spearman corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman corpse bodya.png,32,32,2,32,1024,555fcf072ff3f2776b7f470c3b78517a2188686ca35842fd7cfd1b58a540cc05,555fcf072ff3f2776b7f470c3b78517a2188686ca35842fd7cfd1b58a540cc05,PASS,
textures\infantry e spearman corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman corpse skeletona.png,32,32,2,32,1024,0cec308731010c9d15329ed3abfa9293aa8adeb4ba5913e0a66457637d74ffe2,0cec308731010c9d15329ed3abfa9293aa8adeb4ba5913e0a66457637d74ffe2,PASS,
textures\infantry e spearman head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman head bronze.png,64,32,2,32,2048,3571e100a985f99b260cc5a17f7e9d2f4bc3df938aa9d6417f71087d54b94f9a,3571e100a985f99b260cc5a17f7e9d2f4bc3df938aa9d6417f71087d54b94f9a,PASS,
textures\infantry e spearman head copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman head copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman head copper.png,64,32,2,32,2048,a65381bd7a6c62b429d610afdfdd2748c918f707fb3a4cb372fcf08e5f7f740e,a65381bd7a6c62b429d610afdfdd2748c918f707fb3a4cb372fcf08e5f7f740e,PASS,
textures\infantry e spearman head iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman head iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman head iron.png,64,32,2,32,2048,3211a3a081b2090ed5bfed0404f38afa3c1651c71c72d2c1131d67fe93c157b7,3211a3a081b2090ed5bfed0404f38afa3c1651c71c72d2c1131d67fe93c157b7,PASS,
textures\infantry e spearman head standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman head standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman head standard.png,32,32,2,32,1024,77059d6871da74102cd8ad89b1b50d86eef1db37a5bf3fbd4b41bf34c38046a0,77059d6871da74102cd8ad89b1b50d86eef1db37a5bf3fbd4b41bf34c38046a0,PASS,
textures\infantry e spearman iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman iron.png,64,64,2,32,4096,805296d82e8dc8577aedf17c6089807a81e33c4440bd4eccafa3e128958f68a6,805296d82e8dc8577aedf17c6089807a81e33c4440bd4eccafa3e128958f68a6,PASS,
textures\infantry e spearman map.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman map.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman map.png,64,64,2,32,4096,b7434c391fdd82267a7f3c5ec55e49c003026a7592617ccc6a40bdbcf7db2e49,b7434c391fdd82267a7f3c5ec55e49c003026a7592617ccc6a40bdbcf7db2e49,PASS,
textures\infantry e spearman shield map.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman shield map.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman shield map.png,32,32,2,32,1024,6a082be19bc9309a771f6e50ee4da556a46792fb7f862136e8ffb79607832694,6a082be19bc9309a771f6e50ee4da556a46792fb7f862136e8ffb79607832694,PASS,
textures\infantry e spearman standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry e spearman standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry e spearman standard.png,64,64,2,32,4096,94991de873d163e5706c9ca5344c594d9a59aa202f94b6dc5aea2b9449622b87,94991de873d163e5706c9ca5344c594d9a59aa202f94b6dc5aea2b9449622b87,PASS,
textures\infantry g hoplite bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite bronze.png,64,64,2,32,4096,327f55fabf68caf1654e85d17f7d6d68e563be4727320fbe3037273059784175,327f55fabf68caf1654e85d17f7d6d68e563be4727320fbe3037273059784175,PASS,
textures\infantry g hoplite copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite copper.png,64,64,2,32,4096,f9ea620f8f7bde5a3227701734f1d75db2768b4a8b68edc78919c82731957456,f9ea620f8f7bde5a3227701734f1d75db2768b4a8b68edc78919c82731957456,PASS,
textures\infantry g hoplite corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite corpse bodya.png,32,32,2,32,1024,505451b5571462b98db3dc4392516eb0c83efedf227c701700fe2d00ea9362e7,505451b5571462b98db3dc4392516eb0c83efedf227c701700fe2d00ea9362e7,PASS,
textures\infantry g hoplite corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite corpse skeletona.png,32,32,2,32,1024,31b5313af0576b24a10d976cc43b47cfc6d2dfadab45edaab3fbcad9406aae27,31b5313af0576b24a10d976cc43b47cfc6d2dfadab45edaab3fbcad9406aae27,PASS,
textures\infantry g hoplite head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite head bronze.png,32,32,2,32,1024,fd0b5ee4d18c97de89ddcfe53c63d544074e45a874ed5189d6206aba4509b9c6,fd0b5ee4d18c97de89ddcfe53c63d544074e45a874ed5189d6206aba4509b9c6,PASS,
textures\infantry g hoplite head copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite head copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite head copper.png,32,32,2,32,1024,aaa4f45fd9ebe9d55085a6b45854aaaf00ccd64e8616fd85841bc7e1f0fa22cf,aaa4f45fd9ebe9d55085a6b45854aaaf00ccd64e8616fd85841bc7e1f0fa22cf,PASS,
textures\infantry g hoplite head iron cine.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite head iron cine.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite head iron cine.png,32,32,2,32,1024,e5c0f914b4113022b62314f22fa6e130e0851d0cf7318c5994b97121c4713931,e5c0f914b4113022b62314f22fa6e130e0851d0cf7318c5994b97121c4713931,PASS,
textures\infantry g hoplite head iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite head iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite head iron.png,32,32,2,32,1024,c0c6a5e7c3070ddc63fc5c680e6fd869b81677fdf92bb3d3410bb8c16a43c16a,c0c6a5e7c3070ddc63fc5c680e6fd869b81677fdf92bb3d3410bb8c16a43c16a,PASS,
textures\infantry g hoplite head standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite head standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite head standard.png,32,32,2,32,1024,f812474b4aef0c84616d545306b28911447d98bb296c99d53252303fb1fab25c,f812474b4aef0c84616d545306b28911447d98bb296c99d53252303fb1fab25c,PASS,
textures\infantry g hoplite iron cine.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite iron cine.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite iron cine.png,64,64,2,32,4096,b390885f3de431d253e845b841480e1d7907fc8f014b24e66bce8bddb0f03249,b390885f3de431d253e845b841480e1d7907fc8f014b24e66bce8bddb0f03249,PASS,
textures\infantry g hoplite iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite iron.png,64,64,2,32,4096,7ccf09d05dcc8367d0b7a393b95dc0beeb6b5fec923a9738ce03bf064ed0eafe,7ccf09d05dcc8367d0b7a393b95dc0beeb6b5fec923a9738ce03bf064ed0eafe,PASS,
textures\infantry g hoplite map_01.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite map_01.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite map_01.png,64,64,2,32,4096,ef1189bb5f06f963b68c930dcb466a7cb2edabcb4b89da4f2d269012bd8c6052,ef1189bb5f06f963b68c930dcb466a7cb2edabcb4b89da4f2d269012bd8c6052,PASS,
textures\infantry g hoplite map_02.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite map_02.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite map_02.png,64,64,2,32,4096,4d8460d0b2981f72eff55aee07728c8954e8643f4098fc54c0aa7b5ce836f459,4d8460d0b2981f72eff55aee07728c8954e8643f4098fc54c0aa7b5ce836f459,PASS,
textures\infantry g hoplite map_03.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite map_03.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite map_03.png,64,64,2,32,4096,c6c188110ed255d446d83cbc52107552a0ae26afdeaec7ebe4814c1c87d7e6d5,c6c188110ed255d446d83cbc52107552a0ae26afdeaec7ebe4814c1c87d7e6d5,PASS,
textures\infantry g hoplite map_04.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite map_04.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite map_04.png,64,64,2,32,4096,7f09c820658d029124cab1cad315db816c50177936cc5caf937775945a65a13c,7f09c820658d029124cab1cad315db816c50177936cc5caf937775945a65a13c,PASS,
textures\infantry g hoplite standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hoplite standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hoplite standard.png,64,64,2,32,4096,849944e3a434030ad723e6e6990d5fff15b843f55f2a276cca46c1ae980682de,849944e3a434030ad723e6e6990d5fff15b843f55f2a276cca46c1ae980682de,PASS,
textures\infantry g hypaspist bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist bronze.png,64,64,2,32,4096,72a0b4f3301dea8899af81d45ee31cb94240d9501c7ea6b937691f0b57caa6a4,72a0b4f3301dea8899af81d45ee31cb94240d9501c7ea6b937691f0b57caa6a4,PASS,
textures\infantry g hypaspist cape.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist cape.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist cape.png,32,32,2,32,1024,e8a6422748643232b981a2adba06a850e8d187a9b4b6f8b4b979510cb111f8c5,e8a6422748643232b981a2adba06a850e8d187a9b4b6f8b4b979510cb111f8c5,PASS,
textures\infantry g hypaspist copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist copper.png,64,64,2,32,4096,653320cc780a16d9f6e0c202b4daa827d6c49bde5f763ae570781cb0c6c9a0e1,653320cc780a16d9f6e0c202b4daa827d6c49bde5f763ae570781cb0c6c9a0e1,PASS,
textures\infantry g hypaspist corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist corpse bodya.png,32,32,2,32,1024,9e74e4945368900b879dcd12aeeb0e10efab29aa3713e743176b25f15bc93ee7,9e74e4945368900b879dcd12aeeb0e10efab29aa3713e743176b25f15bc93ee7,PASS,
textures\infantry g hypaspist corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist corpse skeletona.png,32,32,2,32,1024,de1c21bbfb3dd88fc64b6a11313d812d21b54f4ecde13b7ebd96ecf5d3a93ab7,de1c21bbfb3dd88fc64b6a11313d812d21b54f4ecde13b7ebd96ecf5d3a93ab7,PASS,
textures\infantry g hypaspist head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist head bronze.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist head bronze.png,32,32,2,32,1024,945928739c9439c777db316c7a751e58b75f8f2141c59d7caa6e2b0818f1390e,945928739c9439c777db316c7a751e58b75f8f2141c59d7caa6e2b0818f1390e,PASS,
textures\infantry g hypaspist head copper.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist head copper.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist head copper.png,32,32,2,32,1024,965f30bfeafcb2aacc8588e391494fe77ea0469fc006b93d85ff10ad4de4875e,965f30bfeafcb2aacc8588e391494fe77ea0469fc006b93d85ff10ad4de4875e,PASS,
textures\infantry g hypaspist head iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist head iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist head iron.png,32,32,2,32,1024,f131b9eecd2cb01438debc8584f932e740069afb6ae4e77e2f7403fc6968f92c,f131b9eecd2cb01438debc8584f932e740069afb6ae4e77e2f7403fc6968f92c,PASS,
textures\infantry g hypaspist head standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist head standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist head standard.png,32,32,2,32,1024,e71029bc6eb5d4c5bc4c8603e85fcc6a901097efb2cfcfc3f53ee6e9967f5afd,e71029bc6eb5d4c5bc4c8603e85fcc6a901097efb2cfcfc3f53ee6e9967f5afd,PASS,
textures\infantry g hypaspist iron.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist iron.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist iron.png,64,64,2,32,4096,8ac4f0c6878ab8c3f3298399121417deec9fe6ab5eabe97d0d76ef6b649db1db,8ac4f0c6878ab8c3f3298399121417deec9fe6ab5eabe97d0d76ef6b649db1db,PASS,
textures\infantry g hypaspist map.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist map.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist map.png,64,64,2,32,4096,9f4eb8b1e9bdeb5111075449e5c2372908301a2e3dadcaef84e8c69d77e9e472,9f4eb8b1e9bdeb5111075449e5c2372908301a2e3dadcaef84e8c69d77e9e472,PASS,
textures\infantry g hypaspist standard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g hypaspist standard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g hypaspist standard.png,64,64,2,32,4096,2c12aa2b4c62165a7a751fdabf39aabe5b756ac244d0e0715ae877c2cd0761b0,2c12aa2b4c62165a7a751fdabf39aabe5b756ac244d0e0715ae877c2cd0761b0,PASS,
textures\infantry g militia corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g militia corpse bodya.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g militia corpse bodya.png,32,32,2,32,1024,2213eeb99d95cc082eb48f5f1abc89346b90e28669f3903270a2449171fdcfe0,2213eeb99d95cc082eb48f5f1abc89346b90e28669f3903270a2449171fdcfe0,PASS,
textures\infantry g militia corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\infantry g militia corpse skeletona.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\infantry g militia corpse skeletona.png,32,32,2,32,1024,54710be41986f05d5a4f571cee65d0c82c148a233efcf3cf81b60335aae6306d,54710be41986f05d5a4f571cee65d0c82c148a233efcf3cf81b60335aae6306d,PASS,
