"FileName","Extension","Texture","ColorTransform","MultitextureMode"
"building x wall bronze connector stage 1 death_0.mtrl",".mtrl","","",""
"building x wall bronze connector stage 1 death_1.mtrl",".mtrl","","",""
"building x wall bronze connector stage 1 death_2.mtrl",".mtrl","","",""
"building x wall bronze connector stage 2 death_0.mtrl",".mtrl","","",""
"building x wall bronze connector stage 2 death_1.mtrl",".mtrl","","",""
"building x wall bronze connector stage 2 death_2.mtrl",".mtrl","","",""
"building x wall bronze connector stage 3 death_0.mtrl",".mtrl","","",""
"building x wall bronze connector stage 3 death_1.mtrl",".mtrl","","",""
"building x wall bronze connector stage 3 death_2.mtrl",".mtrl","","",""
"building x wall bronze connector stage 4 death_0.mtrl",".mtrl","","",""
"building x wall bronze connector stage 4 death_1.mtrl",".mtrl","","",""
"building x wall bronze connector stage 4 death_2.mtrl",".mtrl","","",""
"building x wall bronze connector_0.mtrl",".mtrl","","",""
"building x wall bronze connector_1.mtrl",".mtrl","","",""
"building x wall bronze long stage 1 death_0.mtrl",".mtrl","","",""
"building x wall bronze long stage 1 death_1.mtrl",".mtrl","","",""
"building x wall bronze long stage 1 death_2.mtrl",".mtrl","","",""
"building x wall bronze long stage 2 death_0.mtrl",".mtrl","","",""
"building x wall bronze long stage 2 death_1.mtrl",".mtrl","","",""
"building x wall bronze long stage 2 death_2.mtrl",".mtrl","","",""
"building x wall bronze long stage 3 death_0.mtrl",".mtrl","","",""
"building x wall bronze long stage 3 death_1.mtrl",".mtrl","","",""
"building x wall bronze long stage 3 death_2.mtrl",".mtrl","","",""
"building x wall bronze long stage 4 death_0.mtrl",".mtrl","","",""
"building x wall bronze long stage 4 death_1.mtrl",".mtrl","","",""
"building x wall bronze long stage 4 death_2.mtrl",".mtrl","","",""
"building x wall bronze long_0.mtrl",".mtrl","","",""
"building x wall bronze long_1.mtrl",".mtrl","","",""
"building x wall bronze med stage 1 death_0.mtrl",".mtrl","","",""
"building x wall bronze med stage 1 death_1.mtrl",".mtrl","","",""
"building x wall bronze med stage 1 death_2.mtrl",".mtrl","","",""
"building x wall bronze med stage 2 death_0.mtrl",".mtrl","","",""
"building x wall bronze med stage 2 death_1.mtrl",".mtrl","","",""
"building x wall bronze med stage 2 death_2.mtrl",".mtrl","","",""
"building x wall bronze med stage 3 death_0.mtrl",".mtrl","","",""
"building x wall bronze med stage 3 death_1.mtrl",".mtrl","","",""
"building x wall bronze med stage 3 death_2.mtrl",".mtrl","","",""
"building x wall bronze med stage 4 death_0.mtrl",".mtrl","","",""
"building x wall bronze med stage 4 death_1.mtrl",".mtrl","","",""
"building x wall bronze med stage 4 death_2.mtrl",".mtrl","","",""
"building x wall bronze med_0.mtrl",".mtrl","","",""
"building x wall bronze med_1.mtrl",".mtrl","","",""
"building x wall bronze short_0.mtrl",".mtrl","","",""
"building x wall bronze short_1.mtrl",".mtrl","","",""
"building x wall bronze small stage 1 death_0.mtrl",".mtrl","","",""
"building x wall bronze small stage 1 death_1.mtrl",".mtrl","","",""
"building x wall bronze small stage 1 death_2.mtrl",".mtrl","","",""
"building x wall bronze small stage 2 death_0.mtrl",".mtrl","","",""
"building x wall bronze small stage 2 death_1.mtrl",".mtrl","","",""
"building x wall bronze small stage 2 death_2.mtrl",".mtrl","","",""
"building x wall bronze small stage 3 death_0.mtrl",".mtrl","","",""
"building x wall bronze small stage 3 death_1.mtrl",".mtrl","","",""
"building x wall bronze small stage 3 death_2.mtrl",".mtrl","","",""
"building x wall bronze small stage 4 death_0.mtrl",".mtrl","","",""
"building x wall bronze small stage 4 death_1.mtrl",".mtrl","","",""
"building x wall bronze small stage 4 death_2.mtrl",".mtrl","","",""
"building x wall iron connector stage 1 death_0.mtrl",".mtrl","","",""
"building x wall iron connector stage 1 death_1.mtrl",".mtrl","","",""
"building x wall iron connector stage 1 death_2.mtrl",".mtrl","","",""
"building x wall iron connector stage 2 death_0.mtrl",".mtrl","","",""
"building x wall iron connector stage 2 death_1.mtrl",".mtrl","","",""
"building x wall iron connector stage 2 death_2.mtrl",".mtrl","","",""
"building x wall iron connector stage 3 death_0.mtrl",".mtrl","","",""
"building x wall iron connector stage 3 death_1.mtrl",".mtrl","","",""
"building x wall iron connector stage 3 death_2.mtrl",".mtrl","","",""
"building x wall iron connector stage 4 death_0.mtrl",".mtrl","","",""
"building x wall iron connector stage 4 death_1.mtrl",".mtrl","","",""
"building x wall iron connector stage 4 death_2.mtrl",".mtrl","","",""
"building x wall iron connector_0.mtrl",".mtrl","","",""
"building x wall iron connector_1.mtrl",".mtrl","","",""
"building x wall iron long stage 1 death_0.mtrl",".mtrl","","",""
"building x wall iron long stage 1 death_1.mtrl",".mtrl","","",""
"building x wall iron long stage 1 death_2.mtrl",".mtrl","","",""
"building x wall iron long stage 2 death_0.mtrl",".mtrl","","",""
"building x wall iron long stage 2 death_1.mtrl",".mtrl","","",""
"building x wall iron long stage 2 death_2.mtrl",".mtrl","","",""
"building x wall iron long stage 3 death_0.mtrl",".mtrl","","",""
"building x wall iron long stage 3 death_1.mtrl",".mtrl","","",""
"building x wall iron long stage 3 death_2.mtrl",".mtrl","","",""
"building x wall iron long stage 4 death_0.mtrl",".mtrl","","",""
"building x wall iron long stage 4 death_1.mtrl",".mtrl","","",""
"building x wall iron long stage 4 death_2.mtrl",".mtrl","","",""
"building x wall iron long_0.mtrl",".mtrl","","",""
"building x wall iron long_1.mtrl",".mtrl","","",""
"building x wall iron med stage 1 death_0.mtrl",".mtrl","","",""
"building x wall iron med stage 1 death_1.mtrl",".mtrl","","",""
"building x wall iron med stage 1 death_2.mtrl",".mtrl","","",""
"building x wall iron med stage 2 death_0.mtrl",".mtrl","","",""
"building x wall iron med stage 2 death_1.mtrl",".mtrl","","",""
"building x wall iron med stage 2 death_2.mtrl",".mtrl","","",""
"building x wall iron med stage 3 death_0.mtrl",".mtrl","","",""
"building x wall iron med stage 3 death_1.mtrl",".mtrl","","",""
"building x wall iron med stage 3 death_2.mtrl",".mtrl","","",""
"building x wall iron med stage 4 death_0.mtrl",".mtrl","","",""
"building x wall iron med stage 4 death_1.mtrl",".mtrl","","",""
"building x wall iron med stage 4 death_2.mtrl",".mtrl","","",""
"building x wall iron med_0.mtrl",".mtrl","","",""
"building x wall iron med_1.mtrl",".mtrl","","",""
"building x wall iron short_0.mtrl",".mtrl","","",""
"building x wall iron short_1.mtrl",".mtrl","","",""
"building x wall iron small stage 1 death_0.mtrl",".mtrl","","",""
"building x wall iron small stage 1 death_1.mtrl",".mtrl","","",""
"building x wall iron small stage 1 death_2.mtrl",".mtrl","","",""
"building x wall iron small stage 2 death_0.mtrl",".mtrl","","",""
"building x wall iron small stage 2 death_1.mtrl",".mtrl","","",""
"building x wall iron small stage 2 death_2.mtrl",".mtrl","","",""
"building x wall iron small stage 3 death_0.mtrl",".mtrl","","",""
"building x wall iron small stage 3 death_1.mtrl",".mtrl","","",""
"building x wall iron small stage 3 death_2.mtrl",".mtrl","","",""
"building x wall iron small stage 4 death_0.mtrl",".mtrl","","",""
"building x wall iron small stage 4 death_1.mtrl",".mtrl","","",""
"building x wall iron small stage 4 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 1 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 1 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 1 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 2 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 2 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 2 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 3 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 3 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 3 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 4 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 4 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos connector stage 4 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos connector_0.mtrl",".mtrl","","",""
"building x wall oreichalkos connector_1.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 1 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 1 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 1 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 1 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 2 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 2 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 2 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 2 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 3 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 3 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 3 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 3 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 4 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 4 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 4 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos long stage 4 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos long_0.mtrl",".mtrl","","",""
"building x wall oreichalkos long_1.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 1 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 1 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 1 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 1 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 2 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 2 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 2 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 2 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 3 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 3 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 3 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 3 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 4 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 4 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 4 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos med stage 4 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos medium_0.mtrl",".mtrl","","",""
"building x wall oreichalkos medium_1.mtrl",".mtrl","","",""
"building x wall oreichalkos med_0.mtrl",".mtrl","","",""
"building x wall oreichalkos med_1.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 1 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 1 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 1 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 1 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 2 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 2 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 2 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 2 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 3 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 3 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 3 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 3 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 4 death_0.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 4 death_1.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 4 death_2.mtrl",".mtrl","","",""
"building x wall oreichalkos short stage 4 death_3.mtrl",".mtrl","","",""
"building x wall oreichalkos short_0.mtrl",".mtrl","","",""
"building x wall oreichalkos short_1.mtrl",".mtrl","","",""
"building x wall stone connector stage 1 destruction_0.mtrl",".mtrl","","",""
"building x wall stone connector stage 1 destruction_1.mtrl",".mtrl","","",""
"building x wall stone connector stage 1 destruction_2.mtrl",".mtrl","","",""
"building x wall stone connector stage 2 destruction_0.mtrl",".mtrl","","",""
"building x wall stone connector stage 2 destruction_1.mtrl",".mtrl","","",""
"building x wall stone connector stage 2 destruction_2.mtrl",".mtrl","","",""
"building x wall stone connector stage 3 destruction_0.mtrl",".mtrl","","",""
"building x wall stone connector stage 3 destruction_1.mtrl",".mtrl","","",""
"building x wall stone connector stage 3 destruction_2.mtrl",".mtrl","","",""
"building x wall stone connector stage 4 death_0.mtrl",".mtrl","","",""
"building x wall stone connector stage 4 death_1.mtrl",".mtrl","","",""
"building x wall stone connector stage 4 death_2.mtrl",".mtrl","","",""
"building x wall stone connector_0.mtrl",".mtrl","","",""
"building x wall stone connector_1.mtrl",".mtrl","","",""
"building x wall stone long stage 1 destruction_0.mtrl",".mtrl","","",""
"building x wall stone long stage 1 destruction_1.mtrl",".mtrl","","",""
"building x wall stone long stage 1 destruction_2.mtrl",".mtrl","","",""
"building x wall stone long stage 2 destruction_0.mtrl",".mtrl","","",""
"building x wall stone long stage 2 destruction_1.mtrl",".mtrl","","",""
"building x wall stone long stage 2 destruction_2.mtrl",".mtrl","","",""
"building x wall stone long stage 3 destruction_0.mtrl",".mtrl","","",""
"building x wall stone long stage 3 destruction_1.mtrl",".mtrl","","",""
"building x wall stone long stage 3 destruction_2.mtrl",".mtrl","","",""
"building x wall stone long stage 4 death_0.mtrl",".mtrl","","",""
"building x wall stone long stage 4 death_1.mtrl",".mtrl","","",""
"building x wall stone long stage 4 death_2.mtrl",".mtrl","","",""
"building x wall stone long_0.mtrl",".mtrl","","",""
"building x wall stone long_1.mtrl",".mtrl","","",""
"building x wall stone med stage 1 destruction_0.mtrl",".mtrl","","",""
"building x wall stone med stage 1 destruction_1.mtrl",".mtrl","","",""
"building x wall stone med stage 1 destruction_2.mtrl",".mtrl","","",""
"building x wall stone med stage 2 destruction_0.mtrl",".mtrl","","",""
"building x wall stone med stage 2 destruction_1.mtrl",".mtrl","","",""
"building x wall stone med stage 2 destruction_2.mtrl",".mtrl","","",""
"building x wall stone med stage 3 destruction_0.mtrl",".mtrl","","",""
"building x wall stone med stage 3 destruction_1.mtrl",".mtrl","","",""
"building x wall stone med stage 3 destruction_2.mtrl",".mtrl","","",""
"building x wall stone med stage 3_death_0.mtrl",".mtrl","","",""
"building x wall stone med stage 3_death_1.mtrl",".mtrl","","",""
"building x wall stone med stage 3_death_2.mtrl",".mtrl","","",""
"building x wall stone med stage 4 death_0.mtrl",".mtrl","","",""
"building x wall stone med stage 4 death_1.mtrl",".mtrl","","",""
"building x wall stone med stage 4 death_2.mtrl",".mtrl","","",""
"building x wall stone med_0.mtrl",".mtrl","","",""
"building x wall stone med_1.mtrl",".mtrl","","",""
"building x wall stone short stage 1 destruction_0.mtrl",".mtrl","","",""
"building x wall stone short stage 1 destruction_1.mtrl",".mtrl","","",""
"building x wall stone short stage 1 destruction_2.mtrl",".mtrl","","",""
"building x wall stone short stage 2 destruction_0.mtrl",".mtrl","","",""
"building x wall stone short stage 2 destruction_1.mtrl",".mtrl","","",""
"building x wall stone short stage 2 destruction_2.mtrl",".mtrl","","",""
"building x wall stone short stage 3 destruction_0.mtrl",".mtrl","","",""
"building x wall stone short stage 3 destruction_1.mtrl",".mtrl","","",""
"building x wall stone short stage 3 destruction_2.mtrl",".mtrl","","",""
"building x wall stone short stage 4 death_0.mtrl",".mtrl","","",""
"building x wall stone short stage 4 death_1.mtrl",".mtrl","","",""
"building x wall stone short stage 4 death_2.mtrl",".mtrl","","",""
"building x wall stone short_0.mtrl",".mtrl","","",""
"building x wall stone short_1.mtrl",".mtrl","","",""
"building x wallconnector age2_0.mtrl",".mtrl","","",""
"building x wallconnector age3_0.mtrl",".mtrl","","",""
"building x walllong age2_0.mtrl",".mtrl","","",""
"building x walllong age3_0.mtrl",".mtrl","","",""
"building x wallmedium age2_0.mtrl",".mtrl","","",""
"building x wallmedium age3_0.mtrl",".mtrl","","",""
"building x wallong age3_0.mtrl",".mtrl","","",""
"building x wallshort age2_0.mtrl",".mtrl","","",""
"building x wallshort age3_0.mtrl",".mtrl","","",""
"building x watch tower age2_0.mtrl",".mtrl","","",""
"building x watch tower age2_1.mtrl",".mtrl","","",""
"building x watch tower age2_death_0.mtrl",".mtrl","","",""
"building x watch tower age3_0.mtrl",".mtrl","","",""
"building x watch tower age3_1.mtrl",".mtrl","","",""
"building x watch tower age3_death_0.mtrl",".mtrl","","",""
"building x watch tower age4_0.mtrl",".mtrl","","",""
"building x watch tower age4_1.mtrl",".mtrl","","",""
"building x watch tower_0.mtrl",".mtrl","","",""
"building x watch tower_1.mtrl",".mtrl","","",""
"building x watch tower_death_0.mtrl",".mtrl","","",""
"building x watch tower_death_1.mtrl",".mtrl","","",""
"building x watchtower_death_0.mtrl",".mtrl","","",""
"building x watchtower_death_1.mtrl",".mtrl","","",""
"building x wonder gaia_0.mtrl",".mtrl","","",""
"building x wonder gaia_1.mtrl",".mtrl","","",""
"building x wonder gaia_2.mtrl",".mtrl","","",""
"building x wonder gaia_3.mtrl",".mtrl","","",""
"building x wonder gaia_death_0.mtrl",".mtrl","","",""
"building x wonder gaia_death_1.mtrl",".mtrl","","",""
"building x wonder gaia_death_2.mtrl",".mtrl","","",""
"building x wonder kronos_0.mtrl",".mtrl","","",""
"building x wonder kronos_1.mtrl",".mtrl","","",""
"building x wonder kronos_2.mtrl",".mtrl","","",""
"building x wonder kronos_death_0.mtrl",".mtrl","","",""
"building x wonder kronos_death_1.mtrl",".mtrl","","",""
"building x wonder kronos_death_2.mtrl",".mtrl","","",""
"building x wonder oranos_0.mtrl",".mtrl","","",""
"building x wonder oranos_1.mtrl",".mtrl","","",""
"building x wonder oranos_2.mtrl",".mtrl","","",""
"building x wonder oranos_3.mtrl",".mtrl","","",""
"building x wonder oranos_4.mtrl",".mtrl","","",""
"building x wonder oranos_5.mtrl",".mtrl","","",""
"building x wonder oranos_death_0.mtrl",".mtrl","","",""
"building x wonder oranos_death_1.mtrl",".mtrl","","",""
"building x wonder oranos_death_2.mtrl",".mtrl","","",""
"building x wonder oranos_death_3.mtrl",".mtrl","","",""
"building_construction_garden_0.mtrl",".mtrl","","",""
"building_construction_garden_1.mtrl",".mtrl","","",""
"building_construction_garden_2.mtrl",".mtrl","","",""
"builging x longwall_0.mtrl",".mtrl","","",""
"copy of building e market age2_0.mtrl",".mtrl","","",""
"copy of building e market age2_1.mtrl",".mtrl","","",""
"copy of building e market age2_2.mtrl",".mtrl","","",""
"lp building construction 3x3 a_0.mtrl",".mtrl","","",""
"lp building construction 3x3 a_0.xml",".xml","Building Construction","0","0"
"lp building construction 3x3 a_1.mtrl",".mtrl","","",""
"lp building construction 3x3 a_1.xml",".xml","Building Construction","0","0"
"lp building construction 3x3 a_2.mtrl",".mtrl","","",""
"lp building construction 3x3 a_2.xml",".xml","","1","0"
"lp building construction 3x3 b_0.mtrl",".mtrl","","",""
"lp building construction 3x3 b_0.xml",".xml","Building Construction","0","0"
"lp building construction 3x3 b_1.mtrl",".mtrl","","",""
"lp building construction 3x3 b_1.xml",".xml","Building Construction","0","0"
"lp building construction 3x3 b_2.mtrl",".mtrl","","",""
"lp building construction 3x3 b_2.xml",".xml","","1","0"
"lp building construction armory_0.mtrl",".mtrl","","",""
"lp building construction armory_0.xml",".xml","Building Construction","0","0"
"lp building construction armory_1.mtrl",".mtrl","","",""
"lp building construction armory_1.xml",".xml","","1","0"
"lp building construction armory_2.mtrl",".mtrl","","",""
"lp building construction armory_2.xml",".xml","Building Construction","0","0"
"lp building e armory age2_0.mtrl",".mtrl","","",""
"lp building e armory age2_0.xml",".xml","Building E Age2","0","0"
"lp building e armory age2_1.mtrl",".mtrl","","",""
"lp building e armory age2_1.xml",".xml","Building E Age2","4","0"
"lp building e armory age2_2.mtrl",".mtrl","","",""
"lp building e armory age2_2.xml",".xml","building E Age2 accessories","0","0"
"lp building e armory age2_death_0.mtrl",".mtrl","","",""
"lp building e armory age2_death_0.xml",".xml","Building E Age2","0","0"
"lp building e armory age2_death_1.mtrl",".mtrl","","",""
"lp building e armory age2_death_1.xml",".xml","Building E Age2","4","0"
"lp building e armory age2_death_2.mtrl",".mtrl","","",""
"lp building e armory age2_death_2.xml",".xml","building E Age2 accessories","0","0"
"lp building e armory age3_0.mtrl",".mtrl","","",""
"lp building e armory age3_0.xml",".xml","Building E Age3","0","0"
"lp building e armory age3_1.mtrl",".mtrl","","",""
"lp building e armory age3_1.xml",".xml","Building E Age3","4","0"
"lp building e armory age3_2.mtrl",".mtrl","","",""
"lp building e armory age3_2.xml",".xml","building E Age3 accessories","0","0"
"lp building e armory age3_death_0.mtrl",".mtrl","","",""
"lp building e armory age3_death_0.xml",".xml","Building E Age3","0","0"
"lp building e armory age3_death_1.mtrl",".mtrl","","",""
"lp building e armory age3_death_1.xml",".xml","Building E Age3","4","0"
"lp building e armory age3_death_2.mtrl",".mtrl","","",""
"lp building e armory age3_death_2.xml",".xml","building E Age3 accessories","0","0"
"lp building e armory age4_0.mtrl",".mtrl","","",""
"lp building e armory age4_0.xml",".xml","building E Age4","4","0"
"lp building e armory age4_1.mtrl",".mtrl","","",""
"lp building e armory age4_1.xml",".xml","building E Age4roof","0","0"
"lp building e armory age4_2.mtrl",".mtrl","","",""
"lp building e armory age4_2.xml",".xml","building E Age4 Accessories","0","0"
"lp building e armory age4_death_0.mtrl",".mtrl","","",""
"lp building e armory age4_death_0.xml",".xml","building E Age4","4","0"
"lp building e armory age4_death_1.mtrl",".mtrl","","",""
"lp building e armory age4_death_1.xml",".xml","building E Age4roof","0","0"
"lp building e armory age4_death_2.mtrl",".mtrl","","",""
"lp building e armory age4_death_2.xml",".xml","building E Age4 Accessories","0","0"
"lp building e ballista tower age4_0.mtrl",".mtrl","","",""
"lp building e ballista tower age4_0.xml",".xml","Building E Age4","0","0"
"lp building e ballista tower age4_1.mtrl",".mtrl","","",""
"lp building e ballista tower age4_1.xml",".xml","Building E Age4","4","0"
"lp building e ballista tower age4_2.mtrl",".mtrl","","",""
"lp building e ballista tower age4_2.xml",".xml","building E Age4 Accessories","0","0"
"lp building e ballista tower age4_death_0.mtrl",".mtrl","","",""
"lp building e ballista tower age4_death_0.xml",".xml","Building E Age4","0","0"
"lp building e ballista tower age4_death_1.mtrl",".mtrl","","",""
"lp building e ballista tower age4_death_1.xml",".xml","Building E Age4","4","0"
"lp building e ballista tower age4_death_2.mtrl",".mtrl","","",""
"lp building e ballista tower age4_death_2.xml",".xml","building E Age4 Accessories","0","0"
"lp building e barracks age2_0.mtrl",".mtrl","","",""
"lp building e barracks age2_0.xml",".xml","building E Age2 accessories","0","0"
"lp building e barracks age2_1.mtrl",".mtrl","","",""
"lp building e barracks age2_1.xml",".xml","Building E Age2","4","0"
"lp building e barracks age2_2.mtrl",".mtrl","","",""
"lp building e barracks age2_2.xml",".xml","Building E Age2","0","0"
"lp building e barracks age2_death_0.mtrl",".mtrl","","",""
"lp building e barracks age2_death_0.xml",".xml","building E Age2 accessories","0","0"
"lp building e barracks age2_death_1.mtrl",".mtrl","","",""
"lp building e barracks age2_death_1.xml",".xml","Building E Age2","4","0"
"lp building e barracks age2_death_2.mtrl",".mtrl","","",""
"lp building e barracks age2_death_2.xml",".xml","Building E Age2","0","0"
"lp building e barracks age3_0.mtrl",".mtrl","","",""
"lp building e barracks age3_0.xml",".xml","Building E Age3","0","0"
"lp building e barracks age3_1.mtrl",".mtrl","","",""
"lp building e barracks age3_1.xml",".xml","Building E Age3","4","0"
"lp building e barracks age3_2.mtrl",".mtrl","","",""
"lp building e barracks age3_2.xml",".xml","building E Age3 accessories","0","0"
"lp building e barracks age3_death_0.mtrl",".mtrl","","",""
"lp building e barracks age3_death_0.xml",".xml","Building E Age3","0","0"
"lp building e barracks age3_death_1.mtrl",".mtrl","","",""
"lp building e barracks age3_death_1.xml",".xml","Building E Age3","4","0"
"lp building e barracks age3_death_2.mtrl",".mtrl","","",""
"lp building e barracks age3_death_2.xml",".xml","building E Age3 accessories","0","0"
"lp building e barracks age4_0.mtrl",".mtrl","","",""
"lp building e barracks age4_0.xml",".xml","building E Age4","0","0"
"lp building e barracks age4_1.mtrl",".mtrl","","",""
"lp building e barracks age4_1.xml",".xml","building E Age4","4","0"
"lp building e barracks age4_2.mtrl",".mtrl","","",""
"lp building e barracks age4_2.xml",".xml","building E Age4roof","0","0"
"lp building e barracks age4_death_0.mtrl",".mtrl","","",""
"lp building e barracks age4_death_0.xml",".xml","building E Age4","0","0"
"lp building e barracks age4_death_1.mtrl",".mtrl","","",""
"lp building e barracks age4_death_1.xml",".xml","building E Age4","4","0"
"lp building e barracks age4_death_2.mtrl",".mtrl","","",""
"lp building e barracks age4_death_2.xml",".xml","building E Age4roof","0","0"
"lp building e construction midgol age3 con4_0.mtrl",".mtrl","","",""
"lp building e construction midgol age3 con4_0.xml",".xml","Building E Fortress Age3","0","0"
"lp building e construction midgol age3 con4_1.mtrl",".mtrl","","",""
"lp building e construction midgol age3 con4_1.xml",".xml","Building Construction","0","0"
"lp building e construction midgol age3 con4_2.mtrl",".mtrl","","",""
"lp building e construction midgol age3 con4_2.xml",".xml","","1","0"
"lp building e construction midgol age4 con4_0.mtrl",".mtrl","","",""
"lp building e construction midgol age4 con4_0.xml",".xml","building E Fortress","0","0"
"lp building e construction midgol age4 con4_1.mtrl",".mtrl","","",""
"lp building e construction midgol age4 con4_1.xml",".xml","Building Construction","0","0"
"lp building e construction midgol age4 con4_2.mtrl",".mtrl","","",""
"lp building e construction midgol age4 con4_2.xml",".xml","","1","0"
"lp building e construction midgol age4 con4_3.mtrl",".mtrl","","",""
"lp building e construction midgol age4 con4_3.xml",".xml","building E Fortress Accessories","0","0"
"lp building e fortress age3_0.mtrl",".mtrl","","",""
"lp building e fortress age3_0.xml",".xml","Building E Age3","0","0"
"lp building e fortress age3_1.mtrl",".mtrl","","",""
"lp building e fortress age3_1.xml",".xml","Building E Age3","4","0"
"lp building e fortress age3_2.mtrl",".mtrl","","",""
"lp building e fortress age3_2.xml",".xml","Building E Fortress Age3","0","0"
"lp building e fortress age3_death_0.mtrl",".mtrl","","",""
"lp building e fortress age3_death_0.xml",".xml","Building E Age3","0","0"
"lp building e fortress age3_death_1.mtrl",".mtrl","","",""
"lp building e fortress age3_death_1.xml",".xml","Building E Age3","4","0"
"lp building e fortress age3_death_2.mtrl",".mtrl","","",""
"lp building e fortress age3_death_2.xml",".xml","Building E Fortress Age3","0","0"
"lp building e fortress age4_0.mtrl",".mtrl","","",""
"lp building e fortress age4_0.xml",".xml","building E Fortress","0","0"
"lp building e fortress age4_1.mtrl",".mtrl","","",""
"lp building e fortress age4_1.xml",".xml","building E Fortress Accessories","4","0"
"lp building e fortress age4_2.mtrl",".mtrl","","",""
"lp building e fortress age4_2.xml",".xml","building E Fortress Accessories","0","0"
"lp building e fortress age4_death_0.mtrl",".mtrl","","",""
"lp building e fortress age4_death_0.xml",".xml","building E Fortress","0","0"
"lp building e fortress age4_death_1.mtrl",".mtrl","","",""
"lp building e fortress age4_death_1.xml",".xml","building E Fortress Accessories","4","0"
"lp building e fortress age4_death_2.mtrl",".mtrl","","",""
"lp building e fortress age4_death_2.xml",".xml","building E Fortress Accessories","0","0"
"lp building e granary age1_0.mtrl",".mtrl","","",""
"lp building e granary age1_0.xml",".xml","building E Age1","0","0"
"lp building e granary age1_1.mtrl",".mtrl","","",""
"lp building e granary age1_1.xml",".xml","building E Age2 accessories","0","0"
